scenario,age_group,metric,module,mean_ASD_male,n_ASD_male,mean_ASD_female,n_ASD_female,mean_CTL_male,n_CTL_male,mean_CTL_female,n_CTL_female,n_ASD,n_CTL,n_male,n_female,n_total,beta_DX_m1,p_DX_m1,beta_SEX_m1,p_SEX_m1,beta_DXxSEX_m1,p_DXxSEX_m1,p_SITE_m1,p_IQ_m1,p_RIGHT_HANDED_m1,note_m1,n_model_m1,n_model_ASD_m1,n_model_CTL_m1,n_model_male_m1,n_model_female_m1,n_model_ASD_male_m1,n_model_ASD_female_m1,n_model_CTL_male_m1,n_model_CTL_female_m1,beta_DX_m2,p_DX_m2,beta_SEX_m2,p_SEX_m2,beta_DXxSEX_m2,p_DXxSEX_m2,p_SITE_m2,p_IQ_m2,p_RIGHT_HANDED_m2,note_m2,n_model_m2,n_model_ASD_m2,n_model_CTL_m2,n_model_male_m2,n_model_female_m2,n_model_ASD_male_m2,n_model_ASD_female_m2,n_model_CTL_male_m2,n_model_CTL_female_m2,beta_DX_m3,p_DX_m3,beta_SEX_m3,p_SEX_m3,beta_DXxSEX_m3,p_DXxSEX_m3,p_SITE_m3,p_IQ_m3,p_RIGHT_HANDED_m3,note_m3,n_model_m3,n_model_ASD_m3,n_model_CTL_m3,n_model_male_m3,n_model_female_m3,n_model_ASD_male_m3,n_model_ASD_female_m3,n_model_CTL_male_m3,n_model_CTL_female_m3,p_DXxSEX_FDR_m1,DXxSEX_FDR_significant_m1,p_DXxSEX_FDR_m2,DXxSEX_FDR_significant_m2,p_DXxSEX_FDR_m3,DXxSEX_FDR_significant_m3
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,1,0.8517586450826712,64,0.8539169318331089,10,0.8512720575733139,70,0.8489350447104931,49,74,119,134,59,193,-0.0005063778867015327,0.6544331835276841,0.0013683356461004497,0.5286871040386983,-0.0036738161312644168,0.13824201637098105,0.31200878797307896,,,,193,74,119,134,59,64,10,70,49,-0.0012119874497989042,0.35053998732955105,0.0007776709430823425,0.7544079434336614,-0.002754826336323235,0.3239522057335105,0.21985141592442825,0.5840582491287932,,,172,62,110,116,56,54,8,62,48,0.0009023499935516205,0.5755560666756013,0.001708635905779208,0.5347034800024824,-0.004883283253011986,0.11842268865429767,0.1898697930571319,0.1478663963400806,0.07717359418060672,,138,46,92,89,49,39,7,50,42,0.3686453769892828,False,0.7296685655470815,False,0.4736907546171907,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,2,0.8524273034678824,64,0.8538427610653297,10,0.8535551035458763,70,0.8524611471494259,49,74,119,134,59,193,0.0005122262060939673,0.45305996541408555,7.036065743695732e-05,0.9571399687050567,-0.0009462000879973568,0.5256509907757897,0.00010883755897219414,,,,193,74,119,134,59,64,10,70,49,0.0005572618573177757,0.47724074124264126,-2.535321126007073e-05,0.9865322283340845,-0.0009466633197698915,0.5744393778100683,0.0008661250503455206,0.3203680591627754,,,172,62,110,116,56,54,8,62,48,0.0014871246759905873,0.1381026033906898,0.0005459495941663606,0.7487579816280798,-0.0016583910150321964,0.3904946714908943,0.007259678123839405,0.0911850889768178,0.2605317320291452,,138,46,92,89,49,39,7,50,42,0.6007439894580454,False,0.8400608478452598,False,0.7063307569353878,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,3,0.8434010793156675,64,0.8443658585625474,10,0.8408896419601106,70,0.8367914898932318,49,74,119,134,59,193,-0.00251866000929754,0.07219916665395701,0.0008043494329266223,0.7637858344844002,-0.005196856093906905,0.08930339979625426,0.0801148436690093,,,,193,74,119,134,59,64,10,70,49,-0.0026928988510804067,0.09731296254999344,-0.00048325403835330905,0.8761175322590586,-0.003586453881259888,0.3032408978156008,0.1317944251435057,0.06070490433134315,,,172,62,110,116,56,54,8,62,48,-0.0015823468593075074,0.45255843599503776,0.0002282043216216286,0.9493487162072133,-0.0045325977512363615,0.26602920736793767,0.1845032169885278,0.07781870250660897,0.6310305676375476,,138,46,92,89,49,39,7,50,42,0.35721359918501705,False,0.7296685655470815,False,0.7063307569353878,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,4,0.8482608515574858,64,0.8472780273647131,10,0.8473318662018038,70,0.8472405981936346,49,74,119,134,59,193,-0.0015270544096605682,0.07380890265401695,-0.001958670514723134,0.23099102230087057,0.0014611187310400507,0.43184492507254424,0.045360692067923,,,,193,74,119,134,59,64,10,70,49,-0.0018304342392142792,0.060666985760980424,-0.00189655913558745,0.3086935959149479,0.001893400016593827,0.36483428277354074,0.041653694204787914,0.4395848664817858,,,172,62,110,116,56,54,8,62,48,-0.0008192207207805601,0.49973219121086326,-0.00223400091985507,0.28177303912551893,0.0018053964833068777,0.4414567230846174,0.06102121184797829,0.17470435248229554,0.4536157373278645,,138,46,92,89,49,39,7,50,42,0.5973575794616248,False,0.7296685655470815,False,0.7063307569353878,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,5,0.8480846200536651,64,0.8446314908767343,10,0.8454134145215167,70,0.8463264569998175,49,74,119,134,59,193,-0.0026005152570153086,0.020508173692108257,-0.005567128309247687,0.009896695300175914,0.006403992190532397,0.009145395203781924,0.021509194991989604,,,,193,74,119,134,59,64,10,70,49,-0.002885921485698377,0.02473257362944831,-0.007025826767586563,0.004550860999214995,0.007857522051844756,0.004675136735374036,0.040382143953972785,0.7124794323957173,,,172,62,110,116,56,54,8,62,48,-0.0016915238987451166,0.2835716683647659,-0.006458062737619039,0.017550242717354874,0.006670313319231868,0.02982652689959853,0.155326440602967,0.47981537202842134,0.6798786349084772,,138,46,92,89,49,39,7,50,42,0.0731631616302554,False,0.03740109388299229,True,0.23861221519678824,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,6,0.8433920312062793,64,0.8452874986967973,10,0.8423272853737591,70,0.8414747915009837,49,74,119,134,59,193,-0.0017454581074981123,0.09162367725352696,0.0007682295614392046,0.6977594728208384,-0.0017092465439736658,0.4480181845962186,0.008347479101987838,,,,193,74,119,134,59,64,10,70,49,-0.0016662778687805552,0.16458216551119131,0.0003095319356394288,0.892542598177834,-0.0008720837679012661,0.7344594499301629,0.0193974110638177,0.05639396706863186,,,172,62,110,116,56,54,8,62,48,-0.0013899195331582301,0.3655040047545276,-0.0005645570519312013,0.8292728716190072,-0.0007733059858370105,0.7940561960457383,0.03481867292861113,0.04671266806150651,0.9298290246460741,,138,46,92,89,49,39,7,50,42,0.5973575794616248,False,0.8400608478452598,False,0.8098555614989439,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,7,0.8541712178408032,64,0.8542704163556374,10,0.8535814517527605,70,0.8528017342268668,49,74,119,134,59,193,-0.0005043561337402093,0.47254926014928084,-9.769774283544029e-05,0.9421626064743688,-9.130062646102121e-06,0.9952466815794059,0.00032732863859274893,,,,193,74,119,134,59,64,10,70,49,-0.0008784489728977454,0.2673725757082563,-0.0001415696433741953,0.9255701323264054,0.00015446126807483473,0.9276085165871298,0.005623573133995177,0.582302660246649,,,172,62,110,116,56,54,8,62,48,0.00033952088215829086,0.7250716640450169,0.00017694674232256264,0.9144900564971299,-0.00044865784348087454,0.8098555614989439,0.007379700696512719,0.22571490617200926,0.5142237648525689,,138,46,92,89,49,39,7,50,42,0.9952466815794059,False,0.9276085165871298,False,0.8098555614989439,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC,8,0.8384154172248615,64,0.8383023191617855,10,0.8366311917401615,70,0.8368280846294536,49,74,119,134,59,193,-0.0027354565549705242,0.07320226974195218,-0.0029759705059920053,0.308337325226677,0.002820651170482313,0.3960076485571837,0.008441696185256298,,,,193,74,119,134,59,64,10,70,49,-0.0030360975847739807,0.08050278168486825,-0.0007618314323142306,0.8181820573742289,0.0012582974514916967,0.7350532418646023,0.012495447272056875,0.9028422803373831,,,172,62,110,116,56,54,8,62,48,-0.0017285718174808401,0.40617225709204385,-0.00211047989197577,0.5522303263899822,0.0020359274614591034,0.6122087542341359,0.013089249204378225,0.11750541187388074,0.17552242450140865,,138,46,92,89,49,39,7,50,42,0.5973575794616248,False,0.8400608478452598,False,0.8098555614989439,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC_pos,1,0.8350208814335014,64,0.8344370718653918,10,0.8354562673697706,70,0.831841123842708,49,74,119,134,59,193,-0.0015116409205401654,0.6237941698141619,-0.003908161478874287,0.5089313202682944,-0.0004730928762119736,0.9439572110211518,0.6751893607696025,,,,193,74,119,134,59,64,10,70,49,-0.0036347524141394777,0.2875236142763281,-0.004623352767338107,0.4799633108041425,0.0009874566463679013,0.8929419222826659,0.5791648946845329,0.22466199480296545,,,172,62,110,116,56,54,8,62,48,-0.001992262746114212,0.5972954597757302,-0.002435716781485858,0.7051319506948883,-0.0010795446876830936,0.8821287330519656,0.6195979812845382,0.22249751131322923,0.6220130059305147,,138,46,92,89,49,39,7,50,42,0.9439572110211518,False,0.9044755446813816,False,0.9912333999701688,False
OVERALL_ageSexMatched_fd-0.2,child_0_9,PC_pos,2,0.8326068103086137,64,0.8276438988605321,10,0.8335314991646408,70,0.8339836455413155,49,74,119,134,59,193,-0.0029561593749975316,0.32140285832124316,-0.009419194769307013,0.10057985168683753,0.008530617651162316,0.19068659151754996,0.006534208197591129,,,,193,74,119,134,59,64,10,70,49,-0.004798004852277077,0.15140256515527453,-0.009358711737064429,0.14446936091516413,0.0084734185878238,0.23831779650677562,0.0046750420406887405,0.580990103667424,,,172,62,110,116,56,54,8,62,48,-0.00470726766024613,0.26408815107564443,-0.0058098152929098095,0.41890714225467085,0.005828976409752082,0.47337433516907834,0.02548263495540705,0.37062197497939187,0.31970929561435807,,138,46,92,89,49,39,7,50,42,0.3813731830350999,False,0.6675733623933543,False,0.9063233526941662,False
