scenario,age_group,metric,module,mean_ASD_male,n_ASD_male,mean_ASD_female,n_ASD_female,mean_CTL_male,n_CTL_male,mean_CTL_female,n_CTL_female,n_ASD,n_CTL,n_male,n_female,n_total,beta_DX_m1,p_DX_m1,beta_SEX_m1,p_SEX_m1,beta_DXxSEX_m1,p_DXxSEX_m1,p_SITE_m1,p_IQ_m1,p_RIGHT_HANDED_m1,note_m1,n_model_m1,n_model_ASD_m1,n_model_CTL_m1,n_model_male_m1,n_model_female_m1,n_model_ASD_male_m1,n_model_ASD_female_m1,n_model_CTL_male_m1,n_model_CTL_female_m1,beta_DX_m2,p_DX_m2,beta_SEX_m2,p_SEX_m2,beta_DXxSEX_m2,p_DXxSEX_m2,p_SITE_m2,p_IQ_m2,p_RIGHT_HANDED_m2,note_m2,n_model_m2,n_model_ASD_m2,n_model_CTL_m2,n_model_male_m2,n_model_female_m2,n_model_ASD_male_m2,n_model_ASD_female_m2,n_model_CTL_male_m2,n_model_CTL_female_m2,beta_DX_m3,p_DX_m3,beta_SEX_m3,p_SEX_m3,beta_DXxSEX_m3,p_DXxSEX_m3,p_SITE_m3,p_IQ_m3,p_RIGHT_HANDED_m3,note_m3,n_model_m3,n_model_ASD_m3,n_model_CTL_m3,n_model_male_m3,n_model_female_m3,n_model_ASD_male_m3,n_model_ASD_female_m3,n_model_CTL_male_m3,n_model_CTL_female_m3,p_DXxSEX_FDR_m1,DXxSEX_FDR_significant_m1,p_DXxSEX_FDR_m2,DXxSEX_FDR_significant_m2,p_DXxSEX_FDR_m3,DXxSEX_FDR_significant_m3
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,1,0.8503109806222865,132,0.8482705703908935,18,0.8441242425846157,135,0.8509303339370454,46,150,181,267,64,331,-0.006302540131700491,0.29714497790781325,0.0007885530794115255,0.9489941435631379,0.008307806255013877,0.5808040496142716,0.7595720142288884,,,,331,150,181,267,64,132,18,135,46,0.0003023308491457155,0.7312083579968713,-0.0012483705755575898,0.49704369374101726,0.002301008729175767,0.3004827672537964,7.470550759778751e-07,0.8433770255487708,,,307,140,167,248,59,124,16,124,43,0.0004054185352839485,0.6810594564434298,-0.0020221738930960905,0.35460803363172144,0.0021829394134658085,0.4015771789260728,2.036346839470814e-05,0.8924011230245473,0.29275853983279265,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8232883712963656,False,0.89876330899975,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,2,0.8529241032317627,132,0.8527787465952544,18,0.8522111342509628,135,0.8518814996851264,46,150,181,267,64,331,-0.000802064503752295,0.08909406325856895,0.0006696567077570837,0.48587480736845734,-0.0005194795904093757,0.6576517241611665,0.005033515116953872,,,,331,150,181,267,64,132,18,135,46,-0.0008929028999989331,0.06791853042785088,0.00017292387095817945,0.8651513669517614,0.00018502451624394928,0.8804709094351942,0.0032813264406620422,0.13055311326480834,,,307,140,167,248,59,124,16,124,43,-0.0013665067060962873,0.011536229845969335,-0.0001865200548578868,0.8753486207206284,0.0007192792692644143,0.6117504443377861,0.023463706814525,0.14229118459539186,0.6874772299547535,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8804709094351942,False,0.89876330899975,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,3,0.853924545251994,132,0.8534859931012072,18,0.8533210644480763,135,0.8541807433218792,46,150,181,267,64,331,-0.00067570404066213,0.20696079290701713,0.00028264217742829346,0.7956638894456853,0.0013711246979206913,0.3035995557251865,0.010486152990643692,,,,331,150,181,267,64,132,18,135,46,-0.00043009137411846067,0.433704277620176,0.00019820155176503672,0.8627465660318275,0.001460431206068459,0.2922553242765395,0.005762850464403042,0.8124186427161398,,,307,140,167,248,59,124,16,124,43,-0.0006637836676119148,0.2697679072296359,-0.0003958257328040165,0.7659075159968117,0.002482362001346227,0.1180265611302948,0.054169323067484995,0.7248409744012487,0.19783190450330138,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8232883712963656,False,0.89876330899975,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,4,0.8427515311300166,132,0.8423175060270218,18,0.8411393084661533,135,0.8416671961137407,46,150,181,267,64,331,-0.0010305546654955835,0.12538160546810628,0.0002957284717382187,0.8290762480359501,0.00021082923585153887,0.8996210638340528,1.3071072995615264e-15,,,,331,150,181,267,64,132,18,135,46,-0.0008527363293964465,0.22491052218089871,-0.0005747019651724046,0.6949274872509196,0.0008495695609169428,0.6314088149612732,2.3130724169249025e-15,0.7066046946674353,,,307,140,167,248,59,124,16,124,43,-0.000721749669034169,0.34123238206352285,-4.22944602680767e-05,0.9798748481600746,-0.00014812088818008662,0.9408954466869142,8.127795271109311e-14,0.8599945551824744,0.25335539535016677,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8232883712963656,False,0.9582286562526928,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,5,0.8399378727370632,132,0.8391080879379512,18,0.8378064555636366,135,0.8380401675071188,46,150,181,267,64,331,-0.0014673105519258387,0.12247622644868102,-2.330221049432011e-05,0.9903928605365424,0.0007662608542077336,0.7455756717616646,9.870398283198947e-17,,,,331,150,181,267,64,132,18,135,46,-0.0012932113668568416,0.19019226697019842,-0.00043142632269420594,0.8339635169754169,0.0008902885111175627,0.7203773248843198,1.0694622125520483e-16,0.937270925239435,,,307,140,167,248,59,124,16,124,43,-0.001520786365209725,0.1633983837612303,-0.0016111690362370615,0.5039517241521444,0.0021731449718977707,0.4494072628866488,2.1249962848489583e-15,0.8784848776140111,0.42298356215454774,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8232883712963656,False,0.89876330899975,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,6,0.8449703232072466,132,0.8438150854851714,18,0.8440531435416951,135,0.8447462356789682,46,150,181,267,64,331,-0.0002164144771595513,0.8155876599942173,0.0006985112590261883,0.7122689271334915,0.0005570868017701399,0.8094939141427182,1.4594024844465537e-17,,,,331,150,181,267,64,132,18,135,46,-1.609512485365068e-05,0.9868293729919034,0.00011498724053801788,0.9549563082240954,0.0009734786981586661,0.6923410082905346,2.1055368143790876e-16,0.37868191830578124,,,307,140,167,248,59,124,16,124,43,7.414468597167871e-05,0.945146993891872,0.001420184486030557,0.5516622237318602,-0.00014883317313251626,0.9582286562526928,2.3304882409556243e-14,0.48542758783083395,0.488186672735911,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8232883712963656,False,0.9582286562526928,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,7,0.8418744188657428,132,0.841209306800741,18,0.838324144151421,135,0.838052913565568,46,150,181,267,64,331,-0.0027864230481914705,0.0010875846447916612,0.00012512280174438537,0.9422021166785107,-0.0002692524136244552,0.8982560710568321,5.413233850760631e-10,,,,331,150,181,267,64,132,18,135,46,-0.0030097208706072803,0.000625915231391904,-0.0013470185425431807,0.45908140245356,0.0010425636658931113,0.6352521292663017,9.103525365579583e-10,0.7969072941958443,,,307,140,167,248,59,124,16,124,43,-0.0027675664802780386,0.003748384638521424,0.00027750715085335257,0.894568563983455,-0.0013035865973123131,0.6014369655572483,1.7811619869752477e-08,0.8238252862514857,0.43253660521860526,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8232883712963656,False,0.89876330899975,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC,8,0.8464700128319009,132,0.8468476186702757,18,0.8453806276630008,135,0.8452263613694634,46,150,181,267,64,331,-0.0005097296648561385,0.3987211365089041,0.0009645856189023257,0.4339010295292415,-0.0016584816752893434,0.27039729305065696,7.58238875442446e-12,,,,331,150,181,267,64,132,18,135,46,-0.0003386662799393144,0.5848876142555575,0.0004854716871436778,0.7075934766420982,-0.0009487924306070903,0.5441581655850624,2.247259033763658e-12,0.8213780903988568,,,307,140,167,248,59,124,16,124,43,-0.00033933094407167727,0.6342138620275254,4.122303977508552e-05,0.9791574280720804,-0.0007908465067862219,0.6740724817498125,9.148758939559856e-10,0.9157939518314839,0.1726224202510141,,255,118,137,208,47,106,12,102,35,0.8996210638340528,False,0.8232883712963656,False,0.89876330899975,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC_pos,1,0.835222536954736,132,0.8305429858874419,18,0.8277463886802578,135,0.8351931116852019,46,150,181,267,64,331,-0.008672764768359178,0.17295445401423376,-0.0009548659059735076,0.9413078771943298,0.013293821135902382,0.4011327754432671,0.9103767506339242,,,,331,150,181,267,64,132,18,135,46,-0.0019211719371338863,0.4328998176197187,-0.003308099319683904,0.5177128880709025,0.007813163947113984,0.20657111043095489,0.01288230777102166,0.9445737375462725,,,307,140,167,248,59,124,16,124,43,-0.0020042646643192927,0.46485187977410186,-0.0022150186445053033,0.7150024176069908,0.00710453606695839,0.3260684213240187,0.03121866625421979,0.9037853372245838,0.7861062245867952,,255,118,137,208,47,106,12,102,35,0.8615979796927794,False,0.8689637219503455,False,0.944297723085607,False
OVERALL_ageSexMatched_fd-0.3,teen_13_17,PC_pos,2,0.8359236077615663,132,0.838877326380626,18,0.8338668048795664,135,0.8350092376347653,46,150,181,267,64,331,-0.0022325050958087646,0.19963997181955634,0.004565015844404927,0.19879178684517954,-0.0027857035331130507,0.5200319807819608,0.0010886713542981937,,,,331,150,181,267,64,132,18,135,46,-0.002471391175252605,0.1769148855030928,0.0036727792277713995,0.33611540255031486,-0.001167730753691209,0.8000551387183881,0.005672928382015232,0.48494761227312966,,,307,140,167,248,59,124,16,124,43,-0.00302940520902735,0.1416138139851371,0.002730491853628131,0.5486493420676417,0.0013554717718918061,0.8026108927514634,0.12938676408702776,0.5086172078465574,0.8865674828619255,,255,118,137,208,47,106,12,102,35,0.8615979796927794,False,0.8689637219503455,False,0.944297723085607,False
