sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,note,p_FDR,FDR_significant
male,preteen_10_12,PC,1,0.0016982992093207937,0.8680697813262437,0.5427522442226389,0.5413618955180718,87,97,,0.9812962745427103,False
male,preteen_10_12,PC,2,-0.012374026288834744,0.48354137918906814,0.4456477412195175,0.4305119254627708,87,97,,0.8134582912496946,False
male,preteen_10_12,PC,3,-0.02022565151622851,0.16274761924915346,0.45816334237949974,0.43911866084689216,87,97,,0.7893999142679347,False
male,preteen_10_12,PC,4,-0.032260034752737164,0.2867947749583755,0.5341481822973182,0.5002466870709747,87,97,,0.7893999142679347,False
male,preteen_10_12,PC,5,6.277106189808354e-05,0.9964424399042369,0.48018318711755936,0.48286935075921605,87,97,,0.9964424399042369,False
male,preteen_10_12,PC,6,-0.05280976775084421,0.07141323390345651,0.42208986798362125,0.37497306070520964,87,97,,0.7893999142679347,False
male,preteen_10_12,PC,7,-0.02794058372005246,0.056616151916797995,0.5239068650387267,0.49751407943596965,87,97,,0.7893999142679347,False
male,preteen_10_12,Z,1,0.00523427866859728,0.8031564177438377,-0.07385361780508078,-0.07006502564922519,87,97,,0.9812962745427103,False
male,preteen_10_12,Z,2,0.010745157479801393,0.6986149198387663,0.03746392228336674,0.053247362396497154,87,97,,0.9812962745427103,False
male,preteen_10_12,Z,3,-0.015779726140157248,0.5005897176921198,-0.15811709258814383,-0.17190210682002108,87,97,,0.8134582912496946,False
male,preteen_10_12,Z,4,0.03900156437089659,0.28618628440571675,-0.07025461718535875,-0.026126938625685867,87,97,,0.7893999142679347,False
male,preteen_10_12,Z,5,0.004823818141565191,0.8391805806904941,-0.004025686320248326,-0.004531641665563312,87,97,,0.9812962745427103,False
male,preteen_10_12,Z,6,0.001275121696203689,0.9700459991988251,-0.07008184549470721,-0.07283792635173118,87,97,,0.9964424399042369,False
male,preteen_10_12,Z,7,-0.006135470406608979,0.8114843793249293,-0.004164704610132457,-0.005100489694922647,87,97,,0.9812962745427103,False
male,preteen_10_12,Strength_pos,1,0.7090362343265006,0.18037817231198244,9.87642353657911,10.210784239604978,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_pos,2,0.0032060791046685244,0.9962060955123221,14.642118518458345,14.367197640981152,87,97,,0.9964424399042369,False
male,preteen_10_12,Strength_pos,3,0.49410054971980283,0.3163567367608891,7.931515926728209,8.542150022004904,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_pos,4,0.35593723429852847,0.5407393972885012,5.321497363486424,5.492838997049307,87,97,,0.8270131958530018,False
male,preteen_10_12,Strength_pos,5,-0.14610443666305373,0.8496866597677812,12.650026879428623,11.940099842888268,87,97,,0.9812962745427103,False
male,preteen_10_12,Strength_pos,6,-0.866643036876501,0.2676754071720685,6.711873509464603,5.446865376584521,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_pos,7,0.7688906039890426,0.3588675438627683,12.104151347565535,12.898722533712757,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_neg,1,0.0,,0.0,0.0,87,97,constant_outcome,,False
male,preteen_10_12,Strength_neg,2,0.0,,0.0,0.0,87,97,constant_outcome,,False
male,preteen_10_12,Strength_neg,3,0.013187892769385976,0.3946999571339673,0.0,0.01442265015552108,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_neg,4,0.002515839265820905,0.26900710780764947,0.0,0.002125066485208448,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_neg,5,0.01867929788985186,0.3946999571339673,0.0,0.020428205121707243,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_neg,6,-0.005546519563736009,0.25012392502667685,0.005011939974577452,0.0,87,97,,0.7893999142679347,False
male,preteen_10_12,Strength_neg,7,0.010020684938316652,0.42967250895231535,0.0,0.011948107597270151,87,97,,0.7979632309114428,False
