sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
male,child_0_9,PC,1,-0.01659248464701214,0.204555249188306,0.547459880489605,0.531362021990353,48,48,0.4772955814393807,False
male,child_0_9,PC,2,-0.02505984968403459,0.3278824397975062,0.46421702472233,0.4383210142889233,48,48,0.5737942696456358,False
male,child_0_9,PC,3,-0.0030134798263450682,0.8223068187586751,0.4829897446457556,0.48058348636652565,48,48,0.8960120878870725,False
male,child_0_9,PC,4,-0.061104967233265806,0.11106236904289656,0.5691380398717009,0.5085580896888252,48,48,0.45267166013635074,False
male,child_0_9,PC,5,-0.01043188914174753,0.5968376565656438,0.48380309091181045,0.47574108920425706,48,48,0.8355727191919013,False
male,child_0_9,PC,6,-0.07454521969245564,0.03246130168483858,0.48305695821432176,0.4104633059047587,48,48,0.22722911179387006,False
male,child_0_9,PC,7,0.024680050604414326,0.1616684500486967,0.49904116022048145,0.5240850159883602,48,48,0.45267166013635074,False
male,child_0_9,Z,1,0.03956382460739897,0.13945641732771247,-0.08054798711721801,-0.03960003756496564,48,48,0.45267166013635074,False
male,child_0_9,Z,2,-0.007492708640361112,0.8320112244665674,0.05214139639537102,0.041593831207703165,48,48,0.8960120878870725,False
male,child_0_9,Z,3,0.008008851619647062,0.762588183695474,-0.1476355160574294,-0.1366729344737494,48,48,0.8960120878870725,False
male,child_0_9,Z,4,-0.05246640960875406,0.27321762977255837,-0.0016783034606069683,-0.049933487466110156,48,48,0.5464352595451167,False
male,child_0_9,Z,5,0.09247826492564523,0.007473758990916651,-0.04517961506494184,0.03578100823046613,48,48,0.10463262587283312,False
male,child_0_9,Z,6,0.0030977466010293497,0.9444762862736304,-0.0548242372321698,-0.04958583595073108,48,48,0.9444762862736304,False
male,child_0_9,Z,7,-0.0209311740242722,0.5138643093225423,-0.002980515256297419,-0.0148898660318719,48,48,0.7993444811683992,False
