sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
male,young_adult,PC,1,-0.010224179529229233,0.4839881100967911,0.5577947956234953,0.5495632321254216,89,105,0.9416576838458897,False
male,young_adult,PC,2,0.05579786321636199,0.006593528346123915,0.4416416420127137,0.5010297073897199,89,105,0.0923093968457348,False
male,young_adult,PC,3,-0.011924781174189016,0.538090105054794,0.44241423495289867,0.4328579435827627,89,105,0.9416576838458897,False
male,young_adult,PC,4,-0.005983319830974153,0.8679219315085638,0.432862011513558,0.43232259495966524,89,105,0.9785366988063711,False
male,young_adult,PC,5,0.013165742220510191,0.4464736635745725,0.5377015360538006,0.5561668958616421,89,105,0.9416576838458897,False
male,young_adult,PC,6,-0.022037183845111948,0.49724377946150977,0.3972809311621115,0.38048329735844233,89,105,0.9416576838458897,False
male,young_adult,PC,7,0.006045524082940021,0.7200858864957999,0.53706855014107,0.5495297918007661,89,105,0.9785366988063711,False
male,young_adult,Z,1,-0.0050181845017797455,0.8201123214755005,-0.04681335058248513,-0.0538702619732962,89,105,0.9785366988063711,False
male,young_adult,Z,2,0.000724529849453974,0.9785366988063711,0.1309461262483957,0.135165004314204,89,105,0.9785366988063711,False
male,young_adult,Z,3,0.0037010010461445524,0.8839102440916089,-0.15863015401183214,-0.16152696258601568,89,105,0.9785366988063711,False
male,young_adult,Z,4,-0.001979843297405916,0.9609178173058107,-0.09559666666042514,-0.09395923992036957,89,105,0.9785366988063711,False
male,young_adult,Z,5,0.02943962154416227,0.21187432229424621,0.014228233018211306,0.04001320942031819,89,105,0.9416576838458897,False
male,young_adult,Z,6,-0.06614252844694875,0.06540712516393749,-0.033780267131856306,-0.10872313321444392,89,105,0.4578498761475624,False
male,young_adult,Z,7,-0.026236533511044807,0.33696241925724635,0.007887746671840442,-0.016288441240870456,89,105,0.9416576838458897,False
