sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
female,child_0_9,PC,1,-0.012708621419816449,0.6352706909970883,0.5755660808956984,0.5474961344749084,7,19,0.7293593901731026,False
female,child_0_9,PC,2,-0.019878457432053038,0.7293593901731026,0.42578361163559686,0.4424927049606382,7,19,0.7293593901731026,False
female,child_0_9,PC,3,-0.013870804640445489,0.601653922568449,0.49146418906480754,0.49825807497908864,7,19,0.7293593901731026,False
female,child_0_9,PC,4,0.05712423143767261,0.48642708522214373,0.4396662768049064,0.5545714900470671,7,19,0.7293593901731026,False
female,child_0_9,PC,5,0.09978315110345486,0.0390140262929717,0.457194808208481,0.5162015455015311,7,19,0.5461963681016039,False
female,child_0_9,PC,6,-0.04448696348575443,0.5782820049979882,0.4416577299113083,0.41096756175084403,7,19,0.7293593901731026,False
female,child_0_9,PC,7,-0.044305764369149556,0.49664769168214506,0.477379614527429,0.44125253238848616,7,19,0.7293593901731026,False
female,child_0_9,Z,1,0.02065760652892768,0.6568716588777503,-0.06435928024258994,-0.08381666113549702,7,19,0.7293593901731026,False
female,child_0_9,Z,2,0.04097142896378355,0.5895151154271947,0.0026651630667308295,0.03332902278325044,7,19,0.7293593901731026,False
female,child_0_9,Z,3,-0.052986557826182126,0.5217248448995706,-0.10037476167363653,-0.13928479213870942,7,19,0.7293593901731026,False
female,child_0_9,Z,4,-0.055519392019755816,0.6803564640185457,-0.013422272797922876,-0.027808078725135747,7,19,0.7293593901731026,False
female,child_0_9,Z,5,0.06485110745738915,0.4082646664897859,-0.11296114682959624,-0.030636794255672176,7,19,0.7293593901731026,False
female,child_0_9,Z,6,-0.04570023322506536,0.671459896439475,-0.03649906620972602,-0.084879778230987,7,19,0.7293593901731026,False
female,child_0_9,Z,7,-0.032910864774633064,0.6329679805556112,0.004470266139877626,0.020494826921515236,7,19,0.7293593901731026,False
