sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
female,teen,PC,1,-0.003483338585316409,0.8738337232757851,0.45587146016406743,0.44399098446977103,17,39,0.8894926787971911,False
female,teen,PC,2,-0.015066347329919239,0.6414796719846194,0.48284453240188996,0.4669646356580047,17,39,0.7483929506487227,False
female,teen,PC,3,-0.01627340935418045,0.36399981961464545,0.5645705589908995,0.5581238859721894,17,39,0.6716857498999529,False
female,teen,PC,4,0.018229427364990912,0.5338176563750999,0.4882884190112115,0.49409193727292733,17,39,0.6794042899319453,False
female,teen,PC,5,-0.033479514506274906,0.07181729320305624,0.5927989911749739,0.5701977244472103,17,39,0.33514736828092917,False
female,teen,PC,6,-0.140628883240823,0.001879053358850382,0.5832966260711916,0.45105987838164946,17,39,0.02630674702390535,True
female,teen,PC,7,0.04569391659792602,0.39933095708893074,0.5218746508537706,0.5688582621289816,17,39,0.6716857498999529,False
female,teen,Z,1,-0.045708671622128445,0.3125732013862332,-0.14204136065887385,-0.1764838832870312,17,39,0.6716857498999529,False
female,teen,Z,2,-0.07597678090411318,0.16036746361142806,0.16430425500831983,0.09087852289171314,17,39,0.5612861226399982,False
female,teen,Z,3,-0.03669296127975302,0.43179798207854114,0.006836769287123101,-0.031736617996352974,17,39,0.6716857498999529,False
female,teen,Z,4,0.048343565307700634,0.2961196390821539,-0.001141923523217723,0.05016274747764999,17,39,0.6716857498999529,False
female,teen,Z,5,-0.007707767954122469,0.8894926787971911,0.023860675606695272,0.0258688384436246,17,39,0.8894926787971911,False
female,teen,Z,6,-0.09972885829451546,0.07147329188235736,0.013200259583478953,-0.06623378079509487,17,39,0.33514736828092917,False
female,teen,Z,7,0.04972464620746026,0.49689186357920556,0.013555365707188493,0.057801594765140296,17,39,0.6794042899319453,False
