sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,note,p_FDR,FDR_significant
female,child_0_9,PC,1,-0.009874775026785784,0.6754689147063099,0.5757643440838509,0.5522798903971019,7,19,,0.8668969778734911,False
female,child_0_9,PC,2,-0.019878457432053038,0.7293593901731026,0.42578361163559686,0.4424927049606382,7,19,,0.8668969778734911,False
female,child_0_9,PC,3,-0.01725993223866578,0.4812390391004149,0.49995733636360057,0.5059047672681017,7,19,,0.8668969778734911,False
female,child_0_9,PC,4,0.034637665224853384,0.6676180727218088,0.46802385163962984,0.5605504275872367,7,19,,0.8668969778734911,False
female,child_0_9,PC,5,0.09978315110345486,0.0390140262929717,0.457194808208481,0.5162015455015311,7,19,,0.8583085784453774,False
female,child_0_9,PC,6,-0.04671424286448866,0.5639639865927473,0.45053511209598307,0.4160555512954516,7,19,,0.8668969778734911,False
female,child_0_9,PC,7,-0.039975623416485785,0.4690402132068967,0.4847040165603992,0.45859428405090413,7,19,,0.8668969778734911,False
female,child_0_9,Z,1,0.02065760652892768,0.6568716588777503,-0.06435928024258994,-0.08381666113549702,7,19,,0.8668969778734911,False
female,child_0_9,Z,2,0.04097142896378355,0.5895151154271947,0.0026651630667308295,0.03332902278325044,7,19,,0.8668969778734911,False
female,child_0_9,Z,3,-0.06700258789168417,0.4100109926808121,-0.09045975281389591,-0.13928479213870942,7,19,,0.8668969778734911,False
female,child_0_9,Z,4,-0.05744617937475629,0.6693815505607448,-0.013422272797922876,-0.02944839734367788,7,19,,0.8668969778734911,False
female,child_0_9,Z,5,0.06485110745738915,0.4082646664897859,-0.11296114682959624,-0.030636794255672176,7,19,,0.8668969778734911,False
female,child_0_9,Z,6,-0.032219234815935735,0.7597192324118143,-0.05209385576872215,-0.09228600247883686,7,19,,0.8668969778734911,False
female,child_0_9,Z,7,-0.032910864774633064,0.6329679805556112,0.004470266139877626,0.020494826921515236,7,19,,0.8668969778734911,False
female,child_0_9,Strength_pos,1,-0.48861135137861356,0.7328541102679087,11.224921027554332,9.437382976603189,7,19,,0.8668969778734911,False
female,child_0_9,Strength_pos,2,0.745852060906516,0.6719911572924961,13.344664037662502,12.930657568244378,7,19,,0.8668969778734911,False
female,child_0_9,Strength_pos,3,-1.2895227944744168,0.3627734365986649,8.655886560450186,8.407360444456781,7,19,,0.8668969778734911,False
female,child_0_9,Strength_pos,4,-0.3601155806200814,0.8339724678501853,4.769772370615434,5.2504742320504105,7,19,,0.8736854425097179,False
female,child_0_9,Strength_pos,5,-1.1157051239100224,0.6029179741569924,12.539164812252812,9.714107642605901,7,19,,0.8668969778734911,False
female,child_0_9,Strength_pos,6,-0.04392512305015256,0.9765088451872986,5.876622201063451,5.589064131487757,7,19,,0.9765088451872986,False
female,child_0_9,Strength_pos,7,-0.6337977327017369,0.7880881617031736,11.761811207953347,11.34265705159901,7,19,,0.8668969778734911,False
female,child_0_9,Strength_neg,1,0.0,,0.0,0.0,7,19,constant_outcome,,False
female,child_0_9,Strength_neg,2,0.0,,0.0,0.0,7,19,constant_outcome,,False
female,child_0_9,Strength_neg,3,0.0,,0.0,0.0,7,19,constant_outcome,,False
female,child_0_9,Strength_neg,4,0.013123929277366463,0.5295237330731855,0.0,0.011172704391185465,7,19,,0.8668969778734911,False
female,child_0_9,Strength_neg,5,0.0,,0.0,0.0,7,19,constant_outcome,,False
female,child_0_9,Strength_neg,6,0.0,,0.0,0.0,7,19,constant_outcome,,False
female,child_0_9,Strength_neg,7,0.0,,0.0,0.0,7,19,constant_outcome,,False
