sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,note,p_FDR,FDR_significant
male,teen_13_17,PC,1,-0.014455745644585174,0.10573851606501317,0.5452742081797554,0.5331669536352289,123,122,,0.48658482235733963,False
male,teen_13_17,PC,2,0.013299591346717174,0.4112092807823101,0.40702651489805913,0.4193123866256393,123,122,,0.6579348492516962,False
male,teen_13_17,PC,3,-0.00497929153389155,0.6259987537855888,0.45290859390154403,0.45243144394819645,123,122,,0.8125291822861141,False
male,teen_13_17,PC,4,-0.04927742227938229,0.06972259484775181,0.5064571399703492,0.45356106050186684,123,122,,0.48658482235733963,False
male,teen_13_17,PC,5,-0.004250422660892276,0.7109630345003499,0.5012605494863942,0.4998424941820145,123,122,,0.8125291822861141,False
male,teen_13_17,PC,6,-0.03679490370907794,0.15588759983098105,0.38982628456716606,0.3545802857165143,123,122,,0.48658482235733963,False
male,teen_13_17,PC,7,-0.007404534612966661,0.5363562800085911,0.50436501859083,0.49901002116097665,123,122,,0.7572088658944816,False
male,teen_13_17,Z,1,-0.004878287606729601,0.7888079309871713,-0.057249096862459055,-0.059024123860791776,123,122,,0.860517742895096,False
male,teen_13_17,Z,2,0.0021045201022160554,0.9310707764645845,0.09709906555641329,0.09642006752447,123,122,,0.946762146293573,False
male,teen_13_17,Z,3,-0.008945912660636693,0.6655658660054106,-0.15663531727357966,-0.16534832476627942,123,122,,0.8125291822861141,False
male,teen_13_17,Z,4,-0.08518681192772301,0.015290435116944383,0.00097420281687909,-0.09468048200216402,123,122,,0.1834852214033326,False
male,teen_13_17,Z,5,0.014600770262697281,0.48245684582442094,-0.020046225859585494,-0.010772307794395268,123,122,,0.7236852687366314,False
male,teen_13_17,Z,6,-0.030325862165275365,0.2886464878132481,-0.06877746898020698,-0.10218426418478624,123,122,,0.5694259036479153,False
male,teen_13_17,Z,7,0.03345981823323582,0.1405013129131253,-0.027165649659168845,0.0015059264050012518,123,122,,0.48658482235733963,False
male,teen_13_17,Strength_pos,1,-0.493242528045197,0.24540795417670336,9.776377007969677,9.247599465693824,123,122,,0.5354355363855346,False
male,teen_13_17,Strength_pos,2,0.04931236193851765,0.946762146293573,15.092239090027643,14.71731392519304,123,122,,0.946762146293573,False
male,teen_13_17,Strength_pos,3,0.5952821477349497,0.14859335776734267,7.787651629276487,8.517633766079795,123,122,,0.48658482235733963,False
male,teen_13_17,Strength_pos,4,0.18763038730977713,0.6855271222663541,4.656312118238144,4.644383063809834,123,122,,0.8125291822861141,False
male,teen_13_17,Strength_pos,5,0.875524278340304,0.16219494078577987,11.446625456778708,12.002440721229007,123,122,,0.48658482235733963,False
male,teen_13_17,Strength_pos,6,0.5922967050942123,0.361469939858158,5.157447311839624,5.475756663038581,123,122,,0.6196627540425566,False
male,teen_13_17,Strength_pos,7,1.589574991452296,0.011849532218113107,11.007260523237413,12.396546049172837,123,122,,0.1834852214033326,False
male,teen_13_17,Strength_neg,1,-0.00533668104884502,0.23254510436047893,0.004381432770129261,0.0,123,122,,0.5354355363855346,False
male,teen_13_17,Strength_neg,2,0.0,,0.0,0.0,123,122,constant_outcome,,False
male,teen_13_17,Strength_neg,3,-0.005201681416830986,0.2325451043604791,0.00427059762629212,0.0,123,122,,0.5354355363855346,False
male,teen_13_17,Strength_neg,4,0.0,,0.0,0.0,123,122,constant_outcome,,False
male,teen_13_17,Strength_neg,5,0.0,,0.0,0.0,123,122,constant_outcome,,False
male,teen_13_17,Strength_neg,6,0.0,,0.0,0.0,123,122,constant_outcome,,False
male,teen_13_17,Strength_neg,7,-0.003607944797258766,0.3084390311426208,0.003480152579233466,0.0,123,122,,0.5694259036479153,False
