sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
female,adult_18_plus,PC,1,0.06428727855899292,0.11412993548494668,0.4675906114730233,0.5266315390776973,16,20,0.6231814015047653,False
female,adult_18_plus,PC,2,0.050951419938034995,0.40800467339191326,0.374851221893602,0.4235820422251179,16,20,0.6231814015047653,False
female,adult_18_plus,PC,3,0.06537441178462686,0.19058665996444865,0.370136540293126,0.44164398995409015,16,20,0.6231814015047653,False
female,adult_18_plus,PC,4,-0.004593640888962176,0.9479427877324986,0.4413140110360313,0.4336587517353016,16,20,0.9479427877324986,False
female,adult_18_plus,PC,5,0.03433499429153923,0.40664885421660646,0.48525874402030544,0.5081824455372403,16,20,0.6231814015047653,False
female,adult_18_plus,PC,6,-0.08783241920712886,0.2755364330858711,0.3881963087875039,0.31273437760047756,16,20,0.6231814015047653,False
female,adult_18_plus,PC,7,0.047897092285751675,0.3224831931427229,0.4492586273740389,0.48409896487300924,16,20,0.6231814015047653,False
female,adult_18_plus,Z,1,0.01033827492595655,0.842436073564983,-0.05699960002102787,-0.03805322969388761,16,20,0.907238848454597,False
female,adult_18_plus,Z,2,0.0594037796363788,0.30846120416287826,0.06491667671710223,0.13030468169917442,16,20,0.6231814015047653,False
female,adult_18_plus,Z,3,-0.04327837198148904,0.4451295725034038,-0.14604728668501457,-0.1781979427314945,16,20,0.6231814015047653,False
female,adult_18_plus,Z,4,0.05993854742573953,0.5434419969591774,-0.1504123051425359,-0.05990493459495945,16,20,0.6340156631190403,False
female,adult_18_plus,Z,5,0.05811302296199376,0.3241508257562469,-0.03559017275257835,0.01040077362211764,16,20,0.6231814015047653,False
female,adult_18_plus,Z,6,-0.06409396695164413,0.42649216951951685,-0.05069770495325522,-0.10579124333663678,16,20,0.6231814015047653,False
female,adult_18_plus,Z,7,0.036120456602614995,0.49725315298442896,-0.05962671052265694,0.004261674464528034,16,20,0.6328676492529096,False
