sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
male,teen,PC,1,-0.0023927083806562447,0.8614307085626135,0.40134071966385765,0.39174411764891093,123,122,0.927694609221276,False
male,teen,PC,2,0.020354257007798967,0.16895568075614767,0.43453690814273394,0.453343616993123,123,122,0.47307590611721345,False
male,teen,PC,3,-0.047384348335978176,0.06252277952011086,0.5445127726271223,0.4926077106227116,123,122,0.43765945664077605,False
male,teen,PC,4,-0.008295689220572998,0.650052372841722,0.4057636512845258,0.40168914259072097,123,122,0.8582792469677332,False
male,teen,PC,5,0.00945112075009617,0.14529990477163912,0.6366449463794458,0.6444915759976736,123,122,0.47307590611721345,False
male,teen,PC,6,-0.012450312703567052,0.22386619491763637,0.46402862671735673,0.4457008403455818,123,122,0.5223544548078183,False
male,teen,PC,7,-0.016155101411103195,0.12806801814439833,0.6821702514115418,0.6648436805381436,123,122,0.47307590611721345,False
male,teen,Z,1,0.037152949912486084,0.03853863553262764,-0.09031111670826991,-0.05048709936345337,123,122,0.43765945664077605,False
male,teen,Z,2,-0.004937185019173576,0.8202369581337043,0.11136765797525981,0.10335790636477568,123,122,0.927694609221276,False
male,teen,Z,3,0.0016148878929245162,0.955350152016849,0.058702931948439625,0.06223121602210975,123,122,0.955350152016849,False
male,teen,Z,4,-0.008994904230524048,0.6743622654746475,-0.13990240679742041,-0.15343963160351254,123,122,0.8582792469677332,False
male,teen,Z,5,-0.01960918940827051,0.3933076195971391,0.0614474224053669,0.03973118568483405,123,122,0.6882883342949935,False
male,teen,Z,6,-0.019617863068716344,0.2888656421202226,-0.056968584942472957,-0.07455391730268551,123,122,0.5777312842404452,False
male,teen,Z,7,-0.02127859994768083,0.6130942698710996,0.06912163533653196,0.05593966219037245,123,122,0.8582792469677332,False
