sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,p_FDR,FDR_significant
female,young_adult,PC,1,-0.04316175770527368,0.2494640283494955,0.4791106889044347,0.4358076077249804,9,16,0.6984992793785874,False
female,young_adult,PC,2,-0.0026216086105897356,0.9673766923561862,0.49454994308547945,0.49035520500139296,9,16,0.9673766923561862,False
female,young_adult,PC,3,-0.012248919594023482,0.6668102119504595,0.5741498666715175,0.5611321538315149,9,16,0.7235157381310319,False
female,young_adult,PC,4,-0.03424586991326349,0.40753955742325443,0.5491040429569207,0.5162953003281585,9,16,0.7131942254906953,False
female,young_adult,PC,5,-0.029358924458591618,0.3057096858605822,0.6184379969856365,0.5891501009871469,9,16,0.7131942254906953,False
female,young_adult,PC,6,-0.17198332529197036,0.037816247967536826,0.5678971681889201,0.3962598060370851,9,16,0.45056645419578784,False
female,young_adult,PC,7,0.04577555955313453,0.637190250479285,0.4392416692620364,0.4902878937247864,9,16,0.7235157381310319,False
female,young_adult,Z,1,-0.08068846065006788,0.18933618882948544,-0.09918647904524229,-0.17986684717757004,9,16,0.6626766609031991,False
female,young_adult,Z,2,0.11212552750687607,0.10707633243316136,0.07170653529530004,0.18580187423762157,9,16,0.49968955135475307,False
female,young_adult,Z,3,-0.028739440123286927,0.6718360425502439,0.026162407744901344,-0.0016254414133415641,9,16,0.7235157381310319,False
female,young_adult,Z,4,0.12152378845891,0.06436663631368397,-0.04847135716410104,0.07564465647950161,9,16,0.45056645419578784,False
female,young_adult,Z,5,0.06297591643390912,0.37615718719832003,0.015384699139796695,0.07749246116589514,9,16,0.7131942254906953,False
female,young_adult,Z,6,0.06467123574220868,0.5100937624351585,-0.06277267704297504,-0.004888377568718057,9,16,0.7235157381310319,False
female,young_adult,Z,7,-0.06648628572236003,0.5846197558862875,0.06631081276886706,-0.002280064353857199,9,16,0.7235157381310319,False
