sex,age_group,metric,module,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,n_ASD,n_CTL,note,p_FDR,FDR_significant
female,adult_18_plus,PC,1,-0.0051209984578413645,0.8017509518176178,0.5540479577757409,0.5480238178129618,12,17,,0.9220135945902604,False
female,adult_18_plus,PC,2,-0.012467371448676469,0.8423905989233244,0.4407064963374065,0.4324733219231503,12,17,,0.92261827501126,False
female,adult_18_plus,PC,3,0.017035043418745753,0.7164671774903126,0.4512401874050666,0.4637991095745038,12,17,,0.8673023727514311,False
female,adult_18_plus,PC,4,-0.053204256232636374,0.4392096004041318,0.5498807724315907,0.4866030558825615,12,17,,0.7598972255182977,False
female,adult_18_plus,PC,5,-0.04478223235560361,0.0780873374279376,0.5583816719667404,0.50873087065683,12,17,,0.7562665022514422,False
female,adult_18_plus,PC,6,-0.18711831970981166,0.010694599993019563,0.5175950783833385,0.3449056133847441,12,17,,0.24597579983944995,False
female,adult_18_plus,PC,7,-0.034059804172674284,0.3504278327930913,0.5443177145889943,0.49698993969183247,12,17,,0.7598972255182977,False
female,adult_18_plus,Z,1,-0.03456844276801055,0.5548664663191301,-0.039311946391151,-0.06196534392194084,12,17,,0.7598972255182977,False
female,adult_18_plus,Z,2,0.10836666016213593,0.0986434568154055,0.0449793182609269,0.15348681582922588,12,17,,0.7562665022514422,False
female,adult_18_plus,Z,3,-0.03933374166064496,0.5616631666874374,-0.12836123532661864,-0.16240276303981702,12,17,,0.7598972255182977,False
female,adult_18_plus,Z,4,-0.043565601792876295,0.6706411194505313,-0.06981660471290374,-0.08250603158334696,12,17,,0.8569303192979011,False
female,adult_18_plus,Z,5,0.05545762657190917,0.4526462322030327,-0.03593525464768349,0.008533695355450321,12,17,,0.7598972255182977,False
female,adult_18_plus,Z,6,-0.07903650857735549,0.3933654413585126,-0.04869357777181025,-0.10949635211021234,12,17,,0.7598972255182977,False
female,adult_18_plus,Z,7,0.06739677888203283,0.22246570083025116,-0.04832406672312853,0.03305795809873774,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_pos,1,-0.017382173768320602,0.9896392267806307,8.399723111014673,8.727482483049608,12,17,,0.9896392267806307,False
female,adult_18_plus,Strength_pos,2,2.3629338090176306,0.2597251178446041,12.840427408997135,14.937581222738384,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_pos,3,0.8109893616212827,0.43235234572118897,6.740507695353588,7.6324119842710525,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_pos,4,-0.6185681721399985,0.4991534820883955,4.718546025911505,4.3925691805682465,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_pos,5,-1.7205350613223047,0.28430051193750966,10.468241716028285,8.649526574551935,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_pos,6,-1.624450933445541,0.27254568240160704,5.661102325043399,4.827243752223554,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_pos,7,-0.23740529823604886,0.8927158718052178,11.892365134274742,11.523657011967144,12,17,,0.9332938659781822,False
female,adult_18_plus,Strength_neg,1,0.0,,0.0,0.0,12,17,constant_outcome,,False
female,adult_18_plus,Strength_neg,2,0.028528516284016345,0.4997854212561643,0.0,0.03243544084010575,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_neg,3,0.0,,0.0,0.0,12,17,constant_outcome,,False
female,adult_18_plus,Strength_neg,4,0.013330634369600816,0.4997854212561642,0.0,0.015156238696455441,12,17,,0.7598972255182977,False
female,adult_18_plus,Strength_neg,5,0.0,,0.0,0.0,12,17,constant_outcome,,False
female,adult_18_plus,Strength_neg,6,0.0,,0.0,0.0,12,17,constant_outcome,,False
female,adult_18_plus,Strength_neg,7,0.0,,0.0,0.0,12,17,constant_outcome,,False
