scenario,sex,age_group,metric,module,mean_ASD,mean_CTL,n_ASD,n_CTL,beta_CTL_minus_ASD_m1,p_DX_m1,p_SITE_m1,p_IQ_m1,p_RIGHT_HANDED_m1,n_model_m1,n_model_ASD_m1,n_model_CTL_m1,note_m1,beta_CTL_minus_ASD_m2,p_DX_m2,p_SITE_m2,p_IQ_m2,p_RIGHT_HANDED_m2,n_model_m2,n_model_ASD_m2,n_model_CTL_m2,note_m2,beta_CTL_minus_ASD_m3,p_DX_m3,p_SITE_m3,p_IQ_m3,p_RIGHT_HANDED_m3,n_model_m3,n_model_ASD_m3,n_model_CTL_m3,note_m3,p_DX_FDR_m1,DX_FDR_significant_m1,p_DX_FDR_m2,DX_FDR_significant_m2,p_DX_FDR_m3,DX_FDR_significant_m3
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC,1,0.8499273886877461,0.8504305118467036,20,50,-0.0021577324747780106,0.3138226518551361,0.07283713212550566,,,70,20,50,,-0.0016497952286191363,0.48652610909001165,0.072093385840001,0.6095614817371328,,69,20,49,,0.0010156394735517035,0.7487947437276038,0.26945695704126293,0.44910709212399175,0.2980607503340861,61,17,44,,0.6349107736985996,False,0.567613793938347,False,0.9418703924172964,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC,2,0.8520421656077085,0.8532470625341072,20,50,-0.0005327326663307776,0.6520401982491645,0.20139536486010776,,,70,20,50,,-0.001052710342434875,0.42007866001496924,0.12913804733897447,0.343492005185982,,69,20,49,,0.00026922481615503964,0.8624131138430066,0.27261989684354526,0.5978025558374379,0.8568219311731492,61,17,44,,0.6520401982491645,False,0.567613793938347,False,0.9418703924172964,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC,3,0.8549077856110314,0.8526109015561947,20,50,-0.003676490770176853,0.016192322807445772,0.740770450874449,,,70,20,50,,-0.003134461426611728,0.061060543614791615,0.6952999827520701,0.4342873422839732,,69,20,49,,-0.0021551073846953254,0.31603166224704926,0.7197287137225715,0.47572068362096076,0.8187610512451874,61,17,44,,0.1133462596521204,False,0.21371190265177067,False,0.7055654124886931,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC,4,0.8417712080007027,0.8427442520520024,20,50,-0.001149532508437392,0.4535076954989997,0.04252855355511005,,,70,20,50,,-0.002042927688773237,0.22606335200848107,0.043247386167823816,0.20769162975469366,,69,20,49,,-0.0018742285634488264,0.40318023570782463,0.1392309168662931,0.33085322959333835,0.3716241833878736,61,17,44,,0.6349107736985996,False,0.3956108660148419,False,0.7055654124886931,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC,5,0.8403137186051646,0.8400423159470618,20,50,-0.0025866284812113157,0.19001039291154384,0.1096594761646722,,,70,20,50,,-0.004562316872432806,0.03188237462348197,0.05826530662983177,0.027107722535095424,,69,20,49,,-0.0029640790371123294,0.2884396897011438,0.09148645905212605,0.15294196800021015,0.13682802653804282,61,17,44,,0.6349107736985996,False,0.21371190265177067,False,0.7055654124886931,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC,6,0.8448154614195917,0.8464450896055706,20,50,-0.0010991845613011592,0.6130029498377498,0.7173055039464868,,,70,20,50,,-0.0008974127178663679,0.710152789927259,0.792245317502718,0.8422017820806752,,69,20,49,,-0.00023231332358498194,0.9418703924172964,0.8038139142179135,0.7994456740996608,0.6991590977491828,61,17,44,,0.6520401982491645,False,0.710152789927259,False,0.9418703924172964,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC,7,0.8397667016773352,0.8389073905145292,20,50,-0.0017330682743906308,0.4498015591712413,0.07453713532766743,,,70,20,50,,-0.0031243718769425363,0.21522024746512392,0.06914122665498033,0.18916144105725102,,69,20,49,,-0.00442055942435133,0.18988992877209152,0.09015942446194516,0.16568584191456803,0.3594080994233275,61,17,44,,0.6349107736985996,False,0.3956108660148419,False,0.7055654124886931,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_pos,1,0.8381850890510136,0.8350483809273014,20,50,-0.006157341905621225,0.1991000490174311,0.2692345355433149,,,70,20,50,,-0.003191335026786532,0.540383593343191,0.17156127651032094,0.17833178091364413,,69,20,49,,0.007043236042414564,0.2924145256345419,0.1504952128601738,0.048378475859255594,0.36604988622462376,61,17,44,,0.42593248861612604,False,0.540383593343191,False,0.991658325479033,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_pos,2,0.8361121247021138,0.8348649188699687,20,50,-0.006604265960014059,0.14980023360277148,0.24084838977175868,,,70,20,50,,-0.007316233425281483,0.15100258394161514,0.20448422468571392,0.7370047917131364,,69,20,49,,-0.0027603629350850915,0.6700227905349067,0.27926854511105603,0.5489678598242599,0.8346554674184309,61,17,44,,0.42593248861612604,False,0.540383593343191,False,0.991658325479033,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_pos,3,0.8401910201905318,0.8320566763883309,20,50,-0.010427265222957645,0.08487532907408128,0.8812627134695847,,,70,20,50,,-0.008212997918523368,0.2165904890210393,0.8284309061903747,0.4256667803867695,,69,20,49,,-0.004838952341562021,0.5941236158021568,0.8454691803267266,0.42778172620818533,0.9884241959315663,61,17,44,,0.42593248861612604,False,0.540383593343191,False,0.991658325479033,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_pos,4,0.8228158824843004,0.8215796641550646,20,50,-0.003745679363578935,0.5037168866524983,0.9234420660419542,,,70,20,50,,-0.004929696129877647,0.4282853854159338,0.9295219663408785,0.6498643857677658,,69,20,49,,-0.005337159182853004,0.49456591682638895,0.9284933005692075,0.8125270887816376,0.7686346292346106,61,17,44,,0.5876697010945813,False,0.540383593343191,False,0.991658325479033,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_pos,5,0.8132844333201195,0.8140161118563707,20,50,-0.005441647282367089,0.4618288739272267,0.7538240600710776,,,70,20,50,,-0.005965154449323826,0.46815272069933056,0.728667940047026,0.8792067939243383,,69,20,49,,-0.0001023699658482978,0.991658325479033,0.5768913415457166,0.5474457521076922,0.5561272440091307,61,17,44,,0.5876697010945813,False,0.540383593343191,False,0.991658325479033,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_pos,6,0.8228622023808573,0.8181424416077883,20,50,-0.012444486323511863,0.24338999349492915,0.8432278167183836,,,70,20,50,,-0.010192403316182264,0.3880406705274463,0.855092342860593,0.648877816144572,,69,20,49,,-0.0018762526372867589,0.902551705539017,0.8332542473242571,0.6965692340237728,0.4515374198159589,61,17,44,,0.42593248861612604,False,0.540383593343191,False,0.991658325479033,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_pos,7,0.8085121123853615,0.8039103744640457,20,50,-0.004389936285534071,0.6681824807987661,0.6989711635875517,,,70,20,50,,-0.007043667079940966,0.5355023308262759,0.7134777939939008,0.578135434866378,,69,20,49,,-0.0038030842181922798,0.7942962910603408,0.709559258165791,0.5806446386029963,0.9545203347683511,61,17,44,,0.6681824807987661,False,0.540383593343191,False,0.991658325479033,False
OVERALL_ageSexMatched_fd-0.3,female,preteen_10_12,PC_neg,1,0.7250877530388147,0.7131879380440315,20,50,-0.017968443223979176,0.5248713786400604,0.3913368569515093,,,70,20,50,,-0.014130738910717472,0.6524191032504553,0.40133670199213917,0.7707051737423204,,69,20,49,,-0.016460573137782118,0.7013457667426012,0.46593551402634836,0.9706795839618375,0.9497618844273862,61,17,44,,0.9195081908320368,False,0.878941391204384,False,0.8658468891775508,False
