scenario,sex,age_group,metric,module,mean_ASD,mean_CTL,n_ASD,n_CTL,beta_CTL_minus_ASD_m1,p_DX_m1,p_SITE_m1,p_IQ_m1,p_RIGHT_HANDED_m1,n_model_m1,n_model_ASD_m1,n_model_CTL_m1,note_m1,beta_CTL_minus_ASD_m2,p_DX_m2,p_SITE_m2,p_IQ_m2,p_RIGHT_HANDED_m2,n_model_m2,n_model_ASD_m2,n_model_CTL_m2,note_m2,beta_CTL_minus_ASD_m3,p_DX_m3,p_SITE_m3,p_IQ_m3,p_RIGHT_HANDED_m3,n_model_m3,n_model_ASD_m3,n_model_CTL_m3,note_m3,p_DX_FDR_m1,DX_FDR_significant_m1,p_DX_FDR_m2,DX_FDR_significant_m2,p_DX_FDR_m3,DX_FDR_significant_m3
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC,1,0.8543383458927046,0.8501215074386022,20,57,-0.003933895354311332,0.02658685144978445,0.39863140016268234,,,77,20,57,,-0.0025556634102736134,0.19262505008499975,0.3366433413233344,0.13466840418453438,,72,17,55,,-0.0013014496518614777,0.5605435229659874,0.24265774765389875,0.04668584091969386,0.36944413256985276,64,15,49,,0.06203598671616372,False,0.26967507011899966,False,0.7847609321523824,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC,2,0.8551681284292414,0.853233366664512,20,57,-0.000491991824964532,0.594461737060993,0.001912639393551339,,,77,20,57,,-0.000568025888858785,0.5873456365670401,0.02918655203315066,0.9857358815169954,,72,17,55,,0.00015512474033273216,0.8980691830862194,0.07085117284939407,0.8152543185310656,0.20346248285517757,64,15,49,,0.594461737060993,False,0.5873456365670401,False,0.9754757382532357,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC,3,0.8555380479010228,0.8531771682532252,20,57,-0.0016030499824752846,0.12829651811355686,0.007380149452340638,,,77,20,57,,-0.0016167117047828916,0.17660642788869899,0.018011936356853355,0.902479084598801,,72,17,55,,-0.0022978316448293012,0.0818761999610386,0.004267386742358995,0.5738157241644641,0.33011079585216685,64,15,49,,0.17961512535897958,False,0.26967507011899966,False,0.286021876410859,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC,4,0.8460504295860062,0.8421953239563816,20,57,-0.0050470977814786825,0.004284018659692693,0.8345292089536184,,,77,20,57,,-0.00405868183461109,0.04133645454036683,0.8683884852834927,0.11416388316155003,,72,17,55,,-0.0018669875792723944,0.4090787893089544,0.7834075378625116,0.0224102010608288,0.07139996611088724,64,15,49,,0.014994065308924427,True,0.1446775908912839,False,0.7158878812906703,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC,5,0.8407887597707926,0.838354255736931,20,57,-0.003053132001950491,0.23117812454020192,0.8798983475955104,,,77,20,57,,-0.003054727503243218,0.28618509770245515,0.8518162366422908,0.4209373935223923,,72,17,55,,-9.680516129467742e-05,0.9754757382532357,0.6110078768687309,0.09419596571838311,0.06811098225077936,64,15,49,,0.2697078119635689,False,0.3338826139861977,False,0.9754757382532357,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC,6,0.8445159516991492,0.8465201522473599,20,57,0.0033702481204646783,0.07840824000366924,0.03875598021614418,,,77,20,57,,0.0029736786011306804,0.16703310588192083,0.053337372076025326,0.04824599252622678,,72,17,55,,0.004565558849812315,0.06734119999614414,0.06341918844760332,0.07988970957783553,0.08953275918963528,64,15,49,,0.13721442000642117,False,0.26967507011899966,False,0.286021876410859,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC,7,0.8461850942525558,0.8381882667391611,20,57,-0.008896677335782541,0.0009861523698072863,0.13976334176803573,,,77,20,57,,-0.007021808021600039,0.017553661213475572,0.08887961953757331,0.02835280049672319,,72,17,55,,-0.005193122163342376,0.12258080417608244,0.06711627488319849,0.038817400755377277,0.1653591800309792,64,15,49,,0.006903066588651004,True,0.12287562849432901,False,0.286021876410859,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC_pos,1,0.8391481706774782,0.8325936158125088,20,57,-0.006386452342513348,0.12372653204373248,0.5099912545521628,,,77,20,57,,-0.004082387392127851,0.36893799398387855,0.42239115794123344,0.3921204672143397,,72,17,55,,-0.0013486668106774402,0.7621310736694403,0.4191957468708741,0.48704363167550285,0.05243003649753998,64,15,49,,0.2628174331173802,False,0.5165131915774299,False,0.8523885876528969,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC_pos,2,0.8316121570610461,0.8340344268530888,20,57,0.006615788384247122,0.15018139035278869,0.06629295988400524,,,77,20,57,,0.009592073536878347,0.0497526804399609,0.0527151376863179,0.20756218633722565,,72,17,55,,0.013577636678532207,0.010920934700978114,0.08137141648625562,0.24196264221528332,0.0328461471879198,64,15,49,,0.2628174331173802,False,0.28214170495648455,False,0.0764465429068468,False
OVERALL_ageSexMatched_fd-0.3,female,child_0_9,PC_pos,3,0.8280098007662173,0.8275346957889713,20,57,0.001272532704975226,0.8145307963972395,0.26089052335410606,,,77,20,57,,0.0059806888079218246,0.3188682316912741,0.36146164013910753,0.021875503566405087,,72,17,55,,0.006367856140228556,0.3433549532172549,0.24034468513674936,0.17912376197377883,0.4028430127269524,64,15,49,,0.8411580090214953,False,0.5165131915774299,False,0.6008711681301961,False
