scenario,sex,age_group,metric,module,mean_ASD,mean_CTL,n_ASD,n_CTL,beta_CTL_minus_ASD_m1,p_DX_m1,p_SITE_m1,p_IQ_m1,p_RIGHT_HANDED_m1,n_model_m1,n_model_ASD_m1,n_model_CTL_m1,note_m1,beta_CTL_minus_ASD_m2,p_DX_m2,p_SITE_m2,p_IQ_m2,p_RIGHT_HANDED_m2,n_model_m2,n_model_ASD_m2,n_model_CTL_m2,note_m2,beta_CTL_minus_ASD_m3,p_DX_m3,p_SITE_m3,p_IQ_m3,p_RIGHT_HANDED_m3,n_model_m3,n_model_ASD_m3,n_model_CTL_m3,note_m3,p_DX_FDR_m1,DX_FDR_significant_m1,p_DX_FDR_m2,DX_FDR_significant_m2,p_DX_FDR_m3,DX_FDR_significant_m3
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC,1,0.8482705703908935,0.8509303339370454,18,46,0.003817973615239445,0.045161198773904405,0.020177252853846504,,,64,18,46,,0.004077980541272182,0.05303571148870852,0.038411981032481064,0.7338853646277623,,59,16,43,,0.003870730712432331,0.1374677374491671,0.06664715093199572,0.3110358729121854,0.0704445866349956,47,12,35,,0.28838658475837625,False,0.37124998042095964,False,0.2801425735468407,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC,2,0.8527787465952544,0.8518814996851264,18,46,-0.0017460366954369505,0.08239616707382177,0.0170434174941341,,,64,18,46,,-0.0011259073375491438,0.2534661366119732,0.00743382860796935,0.21921332001965183,,59,16,43,,-0.00160105532532831,0.16008147059819466,0.0073855448199787,0.2409250034793141,0.03986536899901379,47,12,35,,0.28838658475837625,False,0.8246823540498964,False,0.2801425735468407,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC,3,0.8534859931012072,0.8541807433218792,18,46,0.000734419911938608,0.5695243302571301,0.05191620771875943,,,64,18,46,,0.001238007564483716,0.3741959726537027,0.04039310344913893,0.5732424469414188,,59,16,43,,0.0017527050526764884,0.3194887383960014,0.06171408912777967,0.9229263440506749,0.6790414435178028,47,12,35,,0.6714298608748036,False,0.8246823540498964,False,0.44728423375440196,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC,4,0.8423175060270218,0.8416671961137407,18,46,-0.0008740321776842669,0.5755113093212602,0.002534043533485562,,,64,18,46,,-0.0001966593578192552,0.903538496596577,0.0015700866992135471,0.4711736397430015,,59,16,43,,-0.0011482282144688327,0.5332568715993711,0.005787456034739078,0.35103709671706673,0.11402101599403822,47,12,35,,0.6714298608748036,False,0.9677138243318281,False,0.5332568715993711,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC,5,0.8391080879379512,0.8380401675071188,18,46,-8.633256836362846e-05,0.9686246835524083,0.0001077735207291894,,,64,18,46,,9.664441589986306e-05,0.9677138243318281,0.00016977266234598925,0.1863258830439062,,59,16,43,,0.0021802355449933863,0.40490486246483987,0.0001149065123789196,0.02172918212053795,0.01637552125052348,47,12,35,,0.9686246835524083,False,0.9677138243318281,False,0.4723890062089799,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC,6,0.8438150854851714,0.8447462356789682,18,46,-0.0016610876675941105,0.42593903245812664,0.012402481459449059,,,64,18,46,,-0.0012183851968694745,0.5895320726748152,0.03189503638615046,0.4668071760427696,,59,16,43,,-0.0044080645141891805,0.0800180203543423,0.023051605314165412,0.07315305051018682,0.5398623810525306,47,12,35,,0.6714298608748036,False,0.8253449017447413,False,0.2800630712401981,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC,7,0.841209306800741,0.838052913565568,18,46,-0.002710688001053313,0.17966018402021902,0.23053381385156207,,,64,18,46,,-0.0015571581839180573,0.4712470594570837,0.1844077494475564,0.8843851500258024,,59,16,43,,-0.004601631710526369,0.06299153656848751,0.25663416893181157,0.07104060938047811,0.8830320863015442,47,12,35,,0.41920709604717776,False,0.8246823540498964,False,0.2800630712401981,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC_pos,1,0.8305429858874419,0.8351931116852019,18,46,0.006911777390184545,0.25351825173211284,0.09180902907996336,,,64,18,46,,0.007815001092057211,0.2403913885575996,0.16613420218384523,0.39438569514337557,,59,16,43,,0.00597898587450537,0.47493866193949663,0.16696883144925262,0.11441678880943046,0.3605802117880031,47,12,35,,0.6595660208125226,False,0.7443084409081053,False,0.6649141267152953,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC_pos,2,0.838877326380626,0.8350092376347653,18,46,-0.007636614083420867,0.026939027230074783,0.02381441895533171,,,64,18,46,,-0.006143221674664655,0.07930987234338449,0.017256467096925444,0.2452751971720643,,59,16,43,,-0.004729110263716113,0.27276025628612627,0.08871562225153608,0.25649905304329335,0.501992200961118,47,12,35,,0.1885731906105235,False,0.5551691064036914,False,0.6036828173503059,False
OVERALL_ageSexMatched_fd-0.3,female,teen_13_17,PC_pos,3,0.839372768133355,0.8374012716853428,18,46,-0.002472619154386582,0.5978087315797508,0.23524417264127423,,,64,18,46,,-0.0010319798012609072,0.8397375397622421,0.2545596056503026,0.6949439687275079,,59,16,43,,-0.005807306889584994,0.3449616099144605,0.22903515105709762,0.44414691944071294,0.27416566277899734,47,12,35,,0.836932224211651,False,0.8428394659229537,False,0.6036828173503059,False
