network,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,cohen_d_CTL_minus_ASD,n_ASD,n_CTL,p_FDR,FDR_significant
net1_1,0.019851723100426787,0.16165514325534097,0.5070105343399771,0.514122359892502,0.05422987949783114,135,145,0.44252074333792996,False
net1_2,0.0068038201031087,0.6042427072456709,0.22913892412593478,0.22353435033887556,-0.04567677418819834,135,145,0.7553033840570885,False
net1_3,0.012239213669787457,0.3395307457691844,0.25769837745841295,0.2587144728018154,0.00855456549055296,135,145,0.544521862110201,False
net1_4,0.002785977832173811,0.7969198356579622,0.23993909900312896,0.23377140369932795,-0.06305245097312434,135,145,0.852542662780194,False
net2_2,0.021775806356880277,0.07983822478374315,0.35618164934916124,0.36811182208474247,0.10441002882989983,135,145,0.44252074333792996,False
net2_3,0.01277435979099276,0.33039319615784646,0.23418299976978627,0.23377853206817398,-0.0032598625919543407,135,145,0.544521862110201,False
net2_4,0.012749137079132764,0.17700829733517198,0.1927481923763477,0.19960369109865644,0.0829024591315808,135,145,0.44252074333792996,False
net3_3,0.017838490924190153,0.1593577789107182,0.36794953091621924,0.37518809108675727,0.06220224101861484,135,145,0.44252074333792996,False
net3_4,0.0019243258100120225,0.852542662780194,0.1857234118936915,0.18023856780477543,-0.05996036727392745,135,145,0.852542662780194,False
net4_4,0.009402243601389621,0.3811653034771407,0.29657965939961395,0.29582769744076953,-0.007572648859198175,135,145,0.544521862110201,False
