network,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,cohen_d_CTL_minus_ASD,n_ASD,n_CTL,p_FDR,FDR_significant
net1_1,0.017653113062078323,0.28465942675025013,0.5073304916400146,0.5108812753159258,0.026138809990967467,123,122,0.28465942675025013,False
net1_2,0.035934265052874954,0.00657594352254351,0.1983498688088424,0.22391602837933722,0.23844407634570042,123,122,0.02325318674463572,True
net1_3,0.028932283198161744,0.023732172371556455,0.24456116528030328,0.26068762297005565,0.1497665443752981,123,122,0.031395297373903064,True
net1_4,0.028681044892944225,0.006975956023390716,0.22207919893617764,0.24268210304778934,0.2408619323104137,123,122,0.02325318674463572,True
net2_2,0.031101600306297852,0.013034625162495034,0.34716051199573167,0.37012956317975326,0.22950398900664606,123,122,0.024396644836119374,True
net2_3,0.032150588781909836,0.014637986901671623,0.20408384897487628,0.2235397218272527,0.1754853988297888,123,122,0.024396644836119374,True
net2_4,0.03371300118165675,0.0008826980669576584,0.18650340455334194,0.21471958516847325,0.3562715231487367,123,122,0.008826980669576583,True
net3_3,0.031178804312462036,0.012744956075854507,0.3524620102084651,0.3728510321053802,0.19601585343334252,123,122,0.024396644836119374,True
net3_4,0.021730588641121932,0.025116237899122453,0.1715567517165469,0.18573319819126943,0.17934067378968377,123,122,0.031395297373903064,True
net4_4,0.02232744248625929,0.03712241255983792,0.28000185891961193,0.29356201092162715,0.15555663021786587,123,122,0.041247125066486576,True
