scenario                    , age_group    , metric      , module, model_key, model_label, beta_DXxSEX        , p_DXxSEX          , p_DXxSEX_FDR      , DXxSEX_FDR_significant, mean_ASD_male     , mean_CTL_male     , mean_ASD_female    , mean_CTL_female   , dx_effect_male        , dx_effect_female      , stronger_in_sex, interaction_pattern              , note, source_stats_path                                                                                                                                                  , expected_table_path_male                                                                                                                                                              , expected_table_path_female
OVERALL_ageSexMatched_fd-0.2, adult_18_plus, Z           ,      1, m1       , site       , 0.2684543098235304 , 0.0005400770673409, 0.0043206165387273, True                  , 0.191471515168498 , 0.1557349762339044, -0.0055257358765068, 0.2107952722171276, -0.03573653893459361  , 0.2163210080936344    , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/module_stats_dxsex.csv, /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site/male/table.csv             , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site/female/table.csv
OVERALL_ageSexMatched_fd-0.2, adult_18_plus, Z           ,      5, m1       , site       , 0.1641865105323218 , 0.004679587482163 , 0.0187183499286523, True                  , 0.2177945287179007, 0.2052229183131841, 0.0771977950105546 , 0.2199034715323077, -0.012571610404716604 , 0.1427056765217531    , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/module_stats_dxsex.csv, /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site/male/table.csv             , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site/female/table.csv
OVERALL_ageSexMatched_fd-0.2, adult_18_plus, Z           ,      1, m2       , site_iq    , 0.2634364351860434 , 0.0006575344168404, 0.0052602753347236, True                  , 0.191471515168498 , 0.1557349762339044, -0.0055257358765068, 0.2107952722171276, -0.03573653893459361  , 0.2163210080936344    , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/module_stats_dxsex.csv, /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site_iq/male/table.csv          , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site_iq/female/table.csv
OVERALL_ageSexMatched_fd-0.2, adult_18_plus, Z           ,      5, m2       , site_iq    , 0.1623582229613007 , 0.0052138335546568, 0.0208553342186275, True                  , 0.2177945287179007, 0.2052229183131841, 0.0771977950105546 , 0.2199034715323077, -0.012571610404716604 , 0.1427056765217531    , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/module_stats_dxsex.csv, /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site_iq/male/table.csv          , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z/site_iq/female/table.csv
OVERALL_ageSexMatched_fd-0.2, adult_18_plus, Z_pos       ,      1, m1       , site       , 0.2317836020642686 , 0.0022408201305398, 0.0179265610443189, True                  , 0.2031088961514069, 0.1634724288404626, 0.0305288453389389 , 0.2029669663426739, -0.03963646731094431  , 0.17243812100373498   , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/module_stats_dxsex.csv, /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z_pos/site/male/table.csv         , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z_pos/site/female/table.csv
OVERALL_ageSexMatched_fd-0.2, adult_18_plus, Z_pos       ,      1, m2       , site_iq    , 0.226872883864458  , 0.0026872833817551, 0.0214982670540414, True                  , 0.2031088961514069, 0.1634724288404626, 0.0305288453389389 , 0.2029669663426739, -0.03963646731094431  , 0.17243812100373498   , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/module_stats_dxsex.csv, /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z_pos/site_iq/male/table.csv      , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/adult_18_plus/Z_pos/site_iq/female/table.csv
OVERALL_ageSexMatched_fd-0.2, child_0_9    , PC          ,      5, m2       , site_iq    , 0.0078575220518447 , 0.004675136735374 , 0.0374010938829922, True                  , 0.8480846200536651, 0.8454134145215167, 0.8446314908767343 , 0.8463264569998175, -0.0026712055321483907, 0.0016949661230831747 , male           , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/child_0_9/module_stats_dxsex.csv    , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/PC/site_iq/male/table.csv             , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/PC/site_iq/female/table.csv
OVERALL_ageSexMatched_fd-0.2, child_0_9    , Strength_neg,      2, m1       , site       , -5.004637339650071 , 0.0050889254458305, 0.0407114035666445, True                  , 9.14733847727093  , 9.476827685690322 , 13.7791110564649   , 9.09592797588978  , 0.32948920841939255   , -4.683183080575121    , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/child_0_9/module_stats_dxsex.csv    , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/Strength_neg/site/male/table.csv      , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/Strength_neg/site/female/table.csv
OVERALL_ageSexMatched_fd-0.2, child_0_9    , Strength_neg,      2, m2       , site_iq    , -6.251177232135488 , 0.001311056954916 , 0.0104884556393282, True                  , 9.14733847727093  , 9.476827685690322 , 13.7791110564649   , 9.09592797588978  , 0.32948920841939255   , -4.683183080575121    , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/child_0_9/module_stats_dxsex.csv    , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/Strength_neg/site_iq/male/table.csv   , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/Strength_neg/site_iq/female/table.csv
OVERALL_ageSexMatched_fd-0.2, child_0_9    , Strength_neg,      2, m3       , site_iq_rh , -6.088933989208292 , 0.0037841549577894, 0.0302732396623159, True                  , 9.14733847727093  , 9.476827685690322 , 13.7791110564649   , 9.09592797588978  , 0.32948920841939255   , -4.683183080575121    , female         , opposite_directions              ,     , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex/OVERALL_ageSexMatched_fd-0.2/child_0_9/module_stats_dxsex.csv    , /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/Strength_neg/site_iq_rh/male/table.csv, /work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/results/hubs/module_stats_dxsex_tables/OVERALL_ageSexMatched_fd-0.2/child_0_9/Strength_neg/site_iq_rh/female/table.csv
