scenario,mapping_threshold,age_group,metric,module,module_label,n_CTL_male,mean_CTL_male,sd_CTL_male,median_CTL_male,min_CTL_male,max_CTL_male,n_ASD_male,mean_ASD_male,sd_ASD_male,median_ASD_male,min_ASD_male,max_ASD_male,n_CTL_female,mean_CTL_female,sd_CTL_female,median_CTL_female,min_CTL_female,max_CTL_female,n_ASD_female,mean_ASD_female,sd_ASD_female,median_ASD_female,min_ASD_female,max_ASD_female,cohens_d_male_CTL_minus_ASD,cohens_d_female_CTL_minus_ASD,delta_d_female_minus_male,abs_delta_d,stronger_in_d,interaction_pattern_d
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,Z,1,M1 Somatomotor,156,0.15472792084800846,0.2036784812151376,0.1771277715486097,-0.6411599358667844,0.5555389413436339,140,0.20040699364735087,0.2202514428328738,0.2250278343861199,-0.4576320935196857,0.6119849455596542,23,0.20716616859093567,0.1631790138143922,0.2239973636313087,-0.1830153077773966,0.4547204190578927,15,-0.010366425012449576,0.2687955633503635,-0.0230533998227509,-0.5934194706347401,0.3728974398004077,-0.215797357943341,1.0327138045429225,1.2485111624862635,1.2485111624862635,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Strength_neg,2,M2 Visual-A,70,9.476827685690322,5.251521997888553,8.809435950712214,0.4292121898615733,22.329847160726786,64,9.14733847727093,4.910387700050465,8.90755352092674,1.2557946643792093,23.25948758884624,49,9.09592797588978,4.228246171705924,9.356282884255052,2.0172903191123623,19.31626642891206,10,13.779111056464899,3.7531704319800268,13.834709776638192,9.289998899330385,17.87039557781827,0.0647128231200333,-1.1266194884031797,-1.191332311523213,1.191332311523213,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,Z,1,M1 Somatomotor,131,0.15573497623390442,0.20200449020987127,0.1766235132214133,-0.4140379978847505,0.5555389413436339,113,0.19147151516849809,0.22153494098845322,0.2246054524141289,-0.4576320935196857,0.6119849455596542,22,0.2107952722171276,0.1660663053413175,0.2246741174167321,-0.1830153077773966,0.4547204190578927,14,-0.005525735876506835,0.27826301770647394,0.025766847142153652,-0.5934194706347401,0.3728974398004077,-0.1691526901424542,1.0016666435692057,1.17081933371166,1.17081933371166,female,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,Z_pos,1,M1 Somatomotor,156,0.16294599053413833,0.1971769631999827,0.18748990139798094,-0.5469829565312067,0.5555389413436339,140,0.2089682193330198,0.21294748302212438,0.24108268691535284,-0.5312857306741922,0.6119849455596542,23,0.1996782238414583,0.16397154825276625,0.2087640828538294,-0.213996959592675,0.4559894529254543,15,0.024807076030476664,0.2596809937097619,-0.039467801969109,-0.5934194706347401,0.3728974398004077,-0.22473491044347738,0.8467054821879068,1.0714403926313842,1.0714403926313842,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,Z_pos,1,M1 Somatomotor,131,0.16347242884046265,0.19759226510777478,0.1904110436463083,-0.4646758514832017,0.5555389413436339,113,0.20310889615140693,0.21614475745275055,0.2375851844357608,-0.5312857306741922,0.6119849455596542,22,0.20296696634267394,0.16705201662355357,0.21720406664568004,-0.213996959592675,0.4559894529254543,14,0.03052884533893899,0.26850067234885117,0.022819369333594804,-0.5934194706347401,0.3728974398004077,-0.19205021257996005,0.8146834234890443,1.0067336360690045,1.0067336360690045,female,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,PC,2,M2 Visual-A,88,0.8542052013115938,0.0032511226774064616,0.8542409385238151,0.846174726958523,0.8620058458773965,84,0.852668826594657,0.004585270331913839,0.8532725384122063,0.8314527682755632,0.8635172868163239,57,0.853233366664512,0.003112142686866771,0.8534001598645808,0.8463643794806077,0.859436035891485,20,0.8551681284292414,0.004414205552940465,0.8545548232031477,0.8463393550338549,0.8633184078051739,0.38806433695929,-0.5546475949149348,-0.9427119318742248,0.9427119318742248,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC,3,M3 DefaultMode,131,0.8387893150210834,0.009634095916817891,0.8399910551217938,0.8025863004246233,0.8550379523040148,113,0.8383431467842208,0.00939545650877892,0.8396920705110942,0.8145359933932069,0.8549573554439119,22,0.8390389503703276,0.007467591134110351,0.8414991766337142,0.8200725472426249,0.849139034325473,14,0.8447013446720099,0.005459564556457224,0.8452344952622252,0.8335786065440265,0.8519617826790655,0.046844787385247035,-0.8363323257579386,-0.8831771131431856,0.8831771131431856,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,Z,5,M5 Visual-B,131,0.20522291831318418,0.15191736047351653,0.2261678909841009,-0.3194964155301235,0.5949859211857538,113,0.2177945287179007,0.1420074480347978,0.2178998115388611,-0.1616488797758473,0.5051640957851943,22,0.21990347153230774,0.19158417244549283,0.24715945068371298,-0.1984877875988718,0.5320912957823648,14,0.07719779501055467,0.21030038830502112,0.07922205509789605,-0.3909363062092266,0.3895740565398337,-0.0852811006410932,0.7172999852697115,0.8025810859108047,0.8025810859108047,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,PC,7,M7 Limbic,122,0.8540542027485512,0.0035846187862770976,0.854249476239471,0.8436476797915065,0.8644655628619298,77,0.853665238696947,0.004482444726974658,0.8529098035547154,0.8431561271626793,0.8656477338616474,46,0.852084632498584,0.004545309692079782,0.8521734297110806,0.8412474143962926,0.861718178486288,14,0.8548508502197485,0.002743859411031909,0.8549210855415037,0.8506632911802336,0.8604340484693267,0.09834223226083802,-0.6571966411964082,-0.7555388734572462,0.7555388734572462,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC,7,M7 Limbic,131,0.8537097960711971,0.004585492510163845,0.8540912426410853,0.8401610087912025,0.864850161836151,113,0.8522253579890862,0.004790838940989771,0.8528747125741207,0.8331208588543566,0.863166309515391,22,0.851267759874548,0.004103041789529777,0.851251807028639,0.8436236011783032,0.8570251078732412,14,0.8530378154186169,0.003967941957718183,0.8530588954392164,0.8441029552362673,0.8616231045901834,0.3170759267358299,-0.4368438819026819,-0.7539198086385118,0.7539198086385118,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Strength_neg,4,M4 DorsalAttention,70,7.827946804128338,4.893277292745938,6.657362871657824,1.0042799301445484,20.228922161157243,64,8.561586012275598,5.0756756995408265,8.185548057568667,0.6717045491095632,26.457402209052816,49,7.8278749146373565,4.30673976758962,7.030552416341379,0.9805149316089228,18.192332192789763,10,11.907888255060243,5.624454323939841,10.713853865658166,5.03693140600808,21.471585729043,-0.1472826761753815,-0.8986226370725249,-0.7513399608971434,0.7513399608971434,female,same_direction_stronger_in_female
