scenario,mapping_threshold,age_group,metric,module,module_label,n_CTL_male,mean_CTL_male,sd_CTL_male,median_CTL_male,min_CTL_male,max_CTL_male,n_ASD_male,mean_ASD_male,sd_ASD_male,median_ASD_male,min_ASD_male,max_ASD_male,n_CTL_female,mean_CTL_female,sd_CTL_female,median_CTL_female,min_CTL_female,max_CTL_female,n_ASD_female,mean_ASD_female,sd_ASD_female,median_ASD_female,min_ASD_female,max_ASD_female,cohens_d_male_CTL_minus_ASD,cohens_d_female_CTL_minus_ASD,delta_d_female_minus_male,abs_delta_d,stronger_in_d,interaction_pattern_d
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,PC,5,M5 Visual-B,70,0.8454134145215167,0.0060659253281971645,0.8459666853242476,0.8278946747762154,0.8561242059724778,64,0.8480846200536651,0.0061598108332721726,0.8483114218249878,0.8317995800041822,0.8616599939166174,49,0.8463264569998175,0.005076799912941978,0.8467277390740398,0.8354537446237373,0.8559886038849815,10,0.8446314908767343,0.010764653717802133,0.8486110800311021,0.823604463656425,0.8545005036757654,-0.43712044093527314,0.26799491307037393,0.7051153540056471,0.7051153540056471,male,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,PC,6,M6 Visual-B,88,0.8459452830199293,0.006062611095237455,0.8468878602253191,0.8279041268793333,0.8560887495471174,84,0.8478786610090429,0.006469169189757225,0.8482348889302311,0.8317601675887365,0.8613943307260339,57,0.8465201522473599,0.004805082572241918,0.846732649720757,0.8355851696115171,0.8551694422002287,20,0.8445159516991492,0.01075048137699296,0.8470818993327549,0.8155063646027265,0.855316891221903,-0.30862918249659477,0.29385302273196195,0.6024822052285568,0.6024822052285568,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Z,8,M8 VentralAttention,126,0.14988084922696848,0.15302779011493703,0.1721624087384076,-0.2685669731560106,0.553370826600713,106,0.10432094289154603,0.16412318406288817,0.11748266652473449,-0.2499719301679744,0.3956219696617245,42,0.10033079399302658,0.1457535845596479,0.08904366042304304,-0.209088490036943,0.4874200624399461,18,0.13743536354302896,0.1538290300386366,0.1549682019150069,-0.2297591961183433,0.4376708511856845,0.2880081344978303,-0.25042545026652613,-0.5384335847643564,0.5384335847643564,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC,8,M8 VentralAttention,131,0.8412926424127258,0.006858709834341622,0.8419732034063213,0.8205832977853824,0.8531276683420019,113,0.8396610616812931,0.00782858541791839,0.8414063589018552,0.8089429094955589,0.8527544876106978,22,0.8409150081186898,0.0071504990797521956,0.8422944405536406,0.8216793687795068,0.8517411439606567,14,0.8424407542725744,0.007654186223635592,0.8432327412854048,0.8299276124744692,0.8533403687696247,0.2227851375287871,-0.20766464352627034,-0.43044978105505743,0.43044978105505743,male,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,Z,8,M8 DorsalAttention,135,0.15232704779815423,0.14371662936231405,0.1507167988548903,-0.2230009860087034,0.4839644464392451,132,0.12204379017228106,0.16666517630268832,0.13701495064869723,-0.3914400433185239,0.5534353261830586,46,0.14704429223653168,0.18636203662758344,0.17600863778924275,-0.3609644733765106,0.5389171515252676,18,0.18099088495521698,0.15018187183369733,0.20370024346845084,-0.0611930008075265,0.4453316662064844,0.1947665370129732,-0.19159559748002158,-0.3863621344929948,0.3863621344929948,male,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,Z_pos,8,M8 DorsalAttention,88,0.19257074895155932,0.13834037524636297,0.22247833168996384,-0.1992859408501231,0.5423874413363924,84,0.15892583465810034,0.1459349179418999,0.15502537517557824,-0.1618532280747882,0.5707868163720982,57,0.13371085246088377,0.1473638421168992,0.1561563254443603,-0.1245895865780698,0.454260090030117,20,0.15164108074105687,0.15062467204170182,0.14598671822161996,-0.1224481761303512,0.3944523493190632,0.23677091563801358,-0.12098938549841123,-0.3577603011364248,0.3577603011364248,male,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,Strength_pos,2,M2 Visual-A,156,39.10893012191118,15.059485185021007,36.06449232707382,0.0,101.06593883223832,140,42.84950297571755,15.72620793962083,39.15921373054152,9.845636340105557,118.40585569385439,23,38.30954321167627,14.018018686467359,35.63424878995829,14.644647844848805,65.9589033825323,15,36.86361874932821,10.96127665862002,35.871261852647876,20.163736898626667,63.531523663084954,-0.24323696778905732,0.11195231709041006,0.3551892848794674,0.3551892848794674,male,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,Strength_pos,4,M4 Frontoparietal,156,47.05345461225334,15.518953123514654,44.93707317870576,9.03628871589899,125.58261203207076,140,50.21799843770565,16.338356276376913,47.820390892011346,27.787516118958592,115.25712838955224,23,47.11893283606562,15.780925475915407,42.10790661047213,29.18308417731896,87.33463313430548,15,44.74353162491364,14.879537377634394,43.58054197230376,25.333005823893476,76.20959475729614,-0.19888259316743687,0.15388070233577378,0.3527632955032106,0.3527632955032106,male,opposite_directions
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,Z,6,M6 Visual-B,88,0.21066300208079508,0.1524844971758192,0.2088185929336647,-0.2417431045338139,0.5483023374900551,84,0.16798668828241947,0.1598861441222758,0.16660541951832805,-0.2915938927260538,0.4527354069320092,57,0.17835949133521492,0.1498279268870539,0.2061061444726324,-0.2028193650387325,0.3986772569575187,20,0.18908313222972745,0.17423393602168924,0.18649007226812542,-0.2698226987605298,0.4636724859446098,0.27331718150498807,-0.06857799038039435,-0.34189517188538243,0.34189517188538243,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Z,6,M6 Frontoparietal,70,0.104263687658881,0.14898557238371324,0.12165775133241724,-0.3212624557767365,0.4833805011450904,64,0.06879495130333098,0.14744160998972086,0.07741248014592611,-0.2184320782366391,0.394627294383263,49,0.10786496431349389,0.14772112754497588,0.1143557854771066,-0.1393571501039076,0.4640523806012098,10,0.12309849524887329,0.15246315478261585,0.056726103604739904,-0.0249872315346271,0.4398752371765602,0.239248377590963,-0.10259656078715951,-0.3418449383781225,0.3418449383781225,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,Z_neg,4,M4 DorsalAttention,122,-0.32924117470039455,0.1399723224934267,-0.3252158227445272,-0.7494714288162392,0.0,77,-0.30436979227811384,0.16350780761455422,-0.30271914475737316,-0.6499143506664355,0.0,46,-0.3237068565190121,0.15975478325373635,-0.3454278432984234,-0.6554846601268098,0.0193675920358208,14,-0.3463101931920516,0.1204723752642726,-0.3249754883881851,-0.5665409819296682,-0.1835382773196084,-0.16637305453292178,0.14886642635118644,0.31523948088410825,0.31523948088410825,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Z_pos,4,M4 DorsalAttention,70,0.18872435616782285,0.14318483085662598,0.20559433845039435,-0.19083815622823264,0.5521290313382394,64,0.16050944358366762,0.14309920410601257,0.17180127357920982,-0.1482143047763451,0.5114477940470409,49,0.1579796792244792,0.13906567215581803,0.1997098829416887,-0.15246967882478274,0.391942011287098,10,0.1725001412481702,0.15370629777427877,0.1999385733208982,-0.17632970713386495,0.32551430016202276,0.19710863543411958,-0.10263398360111653,-0.29974261903523614,0.29974261903523614,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,PC_pos,2,M2 Visual-A,122,0.835945490492968,0.013175291098422822,0.8377547925857645,0.7933372291136112,0.8584522676654869,77,0.83357656918932,0.013034056144356498,0.8332789970636314,0.7901227983776486,0.8565647544519667,46,0.8333549390683505,0.014151174948619567,0.8334551643360535,0.7945793959232554,0.8599995974735724,14,0.8350115025019351,0.014095573823861793,0.8414996246469852,0.8107658174404921,0.8518049218398323,0.18054447661457548,-0.11716492510227594,-0.29770940171685145,0.29770940171685145,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,PC,4,M4 DorsalAttention,122,0.8474225515100852,0.004968502632276339,0.8480141752987862,0.8290604489723018,0.8569925692757516,77,0.8463812882063868,0.004547742624876913,0.8470968952575768,0.8364378210785832,0.8575935606963084,46,0.8471089411407867,0.003820963883852542,0.8476585470932302,0.840147627281596,0.8561302926077774,14,0.8473762209661695,0.004259690716679877,0.8487381654505094,0.8363997062720334,0.8544731367381491,0.2164545026588912,-0.0681216399549523,-0.2845761426138435,0.2845761426138435,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC_pos,7,M7 Limbic,131,0.8365872937762308,0.013891405798668825,0.8378809929009254,0.801082932451048,0.8672119537303009,113,0.8322986251951745,0.017018650063833258,0.834485307849584,0.7711026878433319,0.8574133747132373,22,0.8330738615986234,0.011397212710431119,0.833338384989823,0.811266095064074,0.8546898969095102,14,0.8330917770671037,0.014108281059757588,0.8335864636902202,0.810908193742562,0.8572686282072346,0.27816385133989296,-0.0014328474818381045,-0.27959669882173105,0.27959669882173105,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Strength_neg,4,M4 DorsalAttention,126,6.9041896038018,4.110696384825204,6.383332346071256,0.3268898017704487,19.064336103620008,106,7.753336927468037,4.910230902870446,6.758243780757766,0.5177002073032781,22.27064502914436,42,7.048065269220127,4.221205202669111,6.148765495774569,0.8280879706144333,20.466105985920876,18,6.661681185615533,4.457877643030246,5.907524259462662,0.004126452775381,16.421777057927102,-0.1889772084362296,0.09002578253352223,0.2790029909697518,0.2790029909697518,male,opposite_directions
