Id,Module,Degree,Label
1,2,17.575518743122473,CC200_ROI_001
2,1,14.69859215569194,CC200_ROI_002
3,1,14.511098224179552,CC200_ROI_003
4,4,12.778608472575401,CC200_ROI_004
5,1,11.749113978290122,CC200_ROI_005
6,5,30.214927726593455,CC200_ROI_006
7,3,9.533550358438948,CC200_ROI_007
8,5,14.792819140559192,CC200_ROI_008
9,6,10.309063223415688,CC200_ROI_009
10,6,5.968707626861246,CC200_ROI_010
11,1,12.427790569745204,CC200_ROI_011
12,3,5.154755865627366,CC200_ROI_012
13,3,14.7527082658284,CC200_ROI_013
14,1,12.414350415054834,CC200_ROI_014
15,7,2.6090378615033814,CC200_ROI_015
16,2,13.52976219997343,CC200_ROI_016
17,3,7.389390301982747,CC200_ROI_017
18,7,2.531743440195414,CC200_ROI_018
19,1,12.66285836292267,CC200_ROI_019
20,4,9.951450759734197,CC200_ROI_020
21,5,8.902948004521676,CC200_ROI_021
22,1,15.862630444508218,CC200_ROI_022
23,3,7.01127294490835,CC200_ROI_023
24,4,23.397309513951647,CC200_ROI_024
25,3,7.970949661051038,CC200_ROI_025
26,2,19.40903161031259,CC200_ROI_026
27,1,0.4598523394679752,CC200_ROI_027
28,5,13.69158066199861,CC200_ROI_028
29,1,5.1923967151467725,CC200_ROI_029
30,6,0.0,CC200_ROI_030
31,5,20.43263079883207,CC200_ROI_031
32,1,2.9867870938239722,CC200_ROI_032
33,4,16.316404729187184,CC200_ROI_033
34,3,10.446114514005506,CC200_ROI_034
35,4,9.967596258421443,CC200_ROI_035
36,6,3.2213623005864536,CC200_ROI_036
37,6,6.1442870794036235,CC200_ROI_037
38,3,9.056426336271741,CC200_ROI_038
39,3,2.5643161138458503,CC200_ROI_039
40,1,13.784237231548687,CC200_ROI_040
41,6,3.9295205811131693,CC200_ROI_041
42,3,1.5013701367512486,CC200_ROI_042
43,1,1.6746393957937569,CC200_ROI_043
44,2,15.765709084212283,CC200_ROI_044
45,7,3.358805776424135,CC200_ROI_045
46,1,12.342068342355653,CC200_ROI_046
47,7,4.138642882767033,CC200_ROI_047
48,6,7.955556743342617,CC200_ROI_048
49,1,9.057724377858506,CC200_ROI_049
50,5,14.6804406588253,CC200_ROI_050
51,1,8.083432600490488,CC200_ROI_051
52,6,1.3175693719224868,CC200_ROI_052
53,1,9.393453705698954,CC200_ROI_053
54,2,21.853424791497737,CC200_ROI_054
55,4,15.250845320703514,CC200_ROI_055
56,3,6.163206453874151,CC200_ROI_056
57,1,1.9760315604114254,CC200_ROI_057
58,1,9.427994748012479,CC200_ROI_058
59,4,10.349580081944524,CC200_ROI_059
60,5,13.55436352336491,CC200_ROI_060
61,3,8.839513798921727,CC200_ROI_061
62,1,7.209930341223078,CC200_ROI_062
63,2,9.87452943638592,CC200_ROI_063
64,5,8.493441080741572,CC200_ROI_064
65,5,18.87020472342296,CC200_ROI_065
66,4,24.406635393250426,CC200_ROI_066
67,4,10.730093266103385,CC200_ROI_067
68,6,0.4914567064200166,CC200_ROI_068
69,4,11.79128669805128,CC200_ROI_069
70,2,17.601511694519978,CC200_ROI_070
71,1,1.9634764210565676,CC200_ROI_071
72,1,13.268634853591426,CC200_ROI_072
73,3,12.392166169647405,CC200_ROI_073
74,1,9.485334103984876,CC200_ROI_074
75,3,9.520440355836161,CC200_ROI_075
76,5,16.072518877796984,CC200_ROI_076
77,6,7.195997960916145,CC200_ROI_077
78,1,4.174279293394611,CC200_ROI_078
79,4,23.22276379443035,CC200_ROI_079
80,6,5.708922681886666,CC200_ROI_080
81,2,23.594683898165503,CC200_ROI_081
82,1,16.174210412088676,CC200_ROI_082
83,4,10.388854718232807,CC200_ROI_083
84,7,2.4140032185865525,CC200_ROI_084
85,2,18.135663278204454,CC200_ROI_085
86,6,1.2499004216182406,CC200_ROI_086
87,1,2.3812647404294287,CC200_ROI_087
88,4,8.057703671879521,CC200_ROI_088
89,2,21.035819059572468,CC200_ROI_089
90,5,14.457141391530566,CC200_ROI_090
91,1,16.672863000996138,CC200_ROI_091
92,1,5.839411990175673,CC200_ROI_092
93,5,14.477107512566702,CC200_ROI_093
94,7,0.9266552568848634,CC200_ROI_094
95,3,12.645082106928331,CC200_ROI_095
96,5,14.401518348269473,CC200_ROI_096
97,2,16.691984443121697,CC200_ROI_097
98,4,10.3175133775661,CC200_ROI_098
99,3,5.536151728936475,CC200_ROI_099
100,2,16.91217880492166,CC200_ROI_100
101,1,4.69443000700635,CC200_ROI_101
102,2,16.438361684558945,CC200_ROI_102
103,6,2.0799567297259083,CC200_ROI_103
104,1,13.945252456328035,CC200_ROI_104
105,2,21.967728746037338,CC200_ROI_105
106,1,11.425722472570765,CC200_ROI_106
107,4,9.172531356161072,CC200_ROI_107
108,2,15.294570170633662,CC200_ROI_108
109,1,13.775017041869436,CC200_ROI_109
110,1,4.449723993111762,CC200_ROI_110
111,5,13.66039748533522,CC200_ROI_111
112,1,6.955733063129056,CC200_ROI_112
113,3,6.3144274902868585,CC200_ROI_113
114,3,15.735745960143227,CC200_ROI_114
115,3,10.883091882498224,CC200_ROI_115
116,4,10.558047963836662,CC200_ROI_116
117,4,9.94722594167648,CC200_ROI_117
118,6,5.4884173473580695,CC200_ROI_118
119,4,20.63903585116351,CC200_ROI_119
120,6,6.574450327474336,CC200_ROI_120
121,4,11.932440833036463,CC200_ROI_121
122,1,3.560666490854349,CC200_ROI_122
123,5,22.36257156825368,CC200_ROI_123
124,3,0.446517752203033,CC200_ROI_124
125,3,11.350721297378804,CC200_ROI_125
126,6,6.136963035452094,CC200_ROI_126
127,3,9.635737328971683,CC200_ROI_127
128,4,20.32337757699579,CC200_ROI_128
129,1,6.444168195452171,CC200_ROI_129
130,1,1.3930769465787582,CC200_ROI_130
131,2,18.55009726061122,CC200_ROI_131
132,2,14.940675575273232,CC200_ROI_132
133,1,15.843999577752143,CC200_ROI_133
134,5,9.15037739525106,CC200_ROI_134
135,7,1.0205326055416117,CC200_ROI_135
136,5,18.79127317121439,CC200_ROI_136
137,4,15.086920293357782,CC200_ROI_137
138,2,23.55695908647721,CC200_ROI_138
139,1,17.603778752634625,CC200_ROI_139
140,1,7.445371589329137,CC200_ROI_140
141,1,8.629982426530445,CC200_ROI_141
142,2,16.375744763162537,CC200_ROI_142
143,2,19.921340897017416,CC200_ROI_143
144,4,7.260305990863714,CC200_ROI_144
145,1,1.9795294559363499,CC200_ROI_145
146,4,24.721893992493925,CC200_ROI_146
147,2,11.851820094186577,CC200_ROI_147
148,7,1.526036729452254,CC200_ROI_148
149,3,17.66800002922109,CC200_ROI_149
150,2,19.596153690575882,CC200_ROI_150
151,3,8.268829626439985,CC200_ROI_151
152,6,6.743540361461366,CC200_ROI_152
153,1,8.5400490173949,CC200_ROI_153
154,4,9.68806137236205,CC200_ROI_154
155,1,4.145030025585428,CC200_ROI_155
156,3,16.51331611448365,CC200_ROI_156
157,4,12.731740942231765,CC200_ROI_157
158,2,13.395061991284622,CC200_ROI_158
159,2,22.483910615892224,CC200_ROI_159
