Source,Target,Weight
1,16,0.4693584312569776
1,26,0.7598198845937831
1,31,0.4194234909296826
1,44,0.5281278482001479
1,54,0.5594029458457124
1,70,0.47957436442448204
1,85,0.5591131956219466
1,89,0.49061557677334905
1,100,0.5177536878331302
1,102,0.8361372230747228
1,105,0.4239058554939704
1,108,0.5473202405675361
1,131,0.9338690952217692
1,132,0.42297828027213646
1,138,0.5968350924459088
1,142,0.555627037560987
1,143,0.5424296259449982
1,150,0.5294796787282372
1,158,0.6132960908659945
1,159,0.7593302320630093
1,170,0.5953557894415143
1,172,0.49679843152915126
1,175,0.5952052419951064
1,177,0.6160597551693997
1,179,0.41685826958429567
1,189,0.6274931590327475
1,195,0.43322029809912455
2,3,0.44923110321402004
2,5,0.4582947280195743
2,11,0.639560156580066
2,14,0.6782260292724825
2,19,0.42672944266545504
2,46,0.41643412377045713
2,49,0.42653093314054524
2,61,0.4552768582572846
2,69,0.4289375484870641
2,72,0.6012572263234148
2,73,0.4452394650130702
2,74,0.44723619110380214
2,82,0.7175022331963479
2,91,0.6070539909846144
2,95,0.43873027935942016
2,99,0.4171480784568198
2,101,0.462152630124796
2,104,0.5304177056442787
2,109,0.4821089105601169
2,117,0.6013863673616028
2,133,0.6218591995941114
2,139,0.4719035587137347
2,141,0.43873149973714953
2,149,0.44607801664301167
2,150,0.5168586631030647
2,173,0.5218428960387916
2,174,0.7147307839590672
2,186,0.5016056366568492
2,191,0.49599496160480544
2,193,0.4603306774867548
3,6,0.4338443910173281
3,14,0.5862111517750823
3,19,1.1951569824158845
3,22,0.47362401000176607
3,46,0.6738769383214737
3,51,0.4237574399742716
3,54,0.4567537664580965
3,58,0.8127261361586534
3,70,0.4676554086890117
3,81,0.8268103184401041
3,85,0.4458102317980256
3,89,0.5002123248555791
3,97,0.5264038953951113
3,105,0.6746272858004032
3,106,0.437042968764776
3,109,0.5233862053832877
3,127,0.4409890508019851
3,139,0.4629716673295713
3,147,0.6363693299355757
3,163,0.5341521508474464
3,166,0.5389887320040451
3,174,0.8507857643892069
3,179,0.563718433593042
4,20,0.46542549644939785
4,24,0.5895569599951219
4,33,0.4657318816450516
4,35,0.525351004809496
4,59,0.46440222397572317
4,66,0.6112607040645356
4,67,0.6336787183957006
4,79,0.473324546687805
4,83,0.6016471245164066
4,107,0.4157443857983026
4,119,0.6639463564836985
4,121,0.6127603617889035
4,128,0.5005213008836278
4,129,0.5014413849275338
4,137,0.7969076590704464
4,146,0.6819928896439501
4,153,0.45278060670014825
4,178,0.472723606259932
4,184,0.6912928342859499
4,185,0.5453734979076618
4,196,0.46401811691224204
4,200,0.6051388066406072
5,11,0.42998957709317315
5,22,0.9943892972428348
5,29,0.42919236473266176
5,40,0.7345372612013421
5,46,0.4634948567987949
5,51,0.6024542914687075
5,58,0.4297789932219457
5,72,0.4617223312681633
5,82,0.42105484656899284
5,91,0.7775027647319572
5,104,0.730218993559061
5,109,0.7223635179391761
