Source,Target,Weight
1,16,0.5359330370219642
1,26,0.7955794452371496
1,44,0.5286874372757376
1,54,0.5219516898818508
1,70,0.4535682843293396
1,85,0.5535330623685872
1,89,0.49196296636351167
1,97,0.45470016570044247
1,100,0.5382320383098378
1,102,0.8674258610737484
1,108,0.5616450106949026
1,131,0.9570402437672297
1,132,0.4430787011559431
1,138,0.578928972235503
1,142,0.5524581917480788
1,143,0.5596000878876447
1,150,0.5467219181217077
1,158,0.6401641858603726
1,159,0.7627277059490422
1,170,0.5927553097659937
1,172,0.48371251253534037
1,175,0.6252966152638892
1,177,0.5883767271146059
1,189,0.6293061882749137
2,3,0.4825390070268681
2,5,0.4506811892547603
2,11,0.6509375596880433
2,14,0.7406484529431399
2,19,0.46128538081619674
2,33,0.4347851131045044
2,49,0.4385151932305522
2,56,0.4348592366422754
2,58,0.4354955849429763
2,61,0.4315262725223099
2,69,0.49837748671968835
2,72,0.5982688509947418
2,73,0.43715192430568806
2,82,0.723159051385026
2,91,0.6235721783960954
2,95,0.4232546847146226
2,101,0.4687368897403923
2,104,0.4978541390387677
2,107,0.44096792870587875
2,109,0.4518180718562808
2,117,0.6605687496572028
2,133,0.603308005950009
2,139,0.47586004356052375
2,141,0.4656513340979844
2,150,0.5659141382184535
2,173,0.4932553575572057
2,174,0.7336903283967988
2,186,0.46159751134350274
2,191,0.47875710579179703
2,193,0.474069208268391
3,6,0.45125074321352465
3,14,0.6026856872556492
3,19,1.2589797992236136
3,22,0.4565879797602782
3,46,0.6573261547987075
3,54,0.501964341186268
3,58,0.8220202679324367
3,70,0.4791753956465064
3,81,0.8420509291319029
3,82,0.44509047973375104
3,85,0.4713016444976359
3,89,0.5247959292648124
3,97,0.5676663728003926
3,105,0.6771249717139575
3,109,0.4773040658372602
3,122,0.42129136144590196
3,127,0.4253886481116934
3,139,0.47164815142165994
3,147,0.6619504342649017
3,163,0.48222221016439765
3,166,0.5309790305451096
3,174,0.8316394833972479
3,179,0.5717943300172296
4,20,0.5065728437922439
4,24,0.586637487802988
4,33,0.45163302069000205
4,35,0.5460730251625935
4,45,0.42482924669211397
4,59,0.47995876840332813
4,66,0.6001135699636224
4,67,0.6725831854749947
4,79,0.447698141165811
4,83,0.5852809943474446
4,107,0.4370502631355882
4,119,0.6479725726542235
4,121,0.6418158790977917
4,128,0.4799480694555864
4,129,0.47426416916343844
4,137,0.7886124204545302
4,146,0.6980503043364299
4,153,0.4523529026972773
4,178,0.5007177856064597
4,184,0.7173230116642
4,185,0.5453312189130406
4,196,0.44928779772945665
4,200,0.6057564270669717
5,11,0.4436019241694589
5,22,1.0425974636714788
5,29,0.4405010395606668
5,40,0.7534652437663943
5,47,0.4350018230819886
5,51,0.5413811217496717
5,72,0.4438775671059917
5,91,0.7571484570139662
5,104,0.7057824750927827
5,109,0.6654122253488132
5,112,0.426402729701789
5,133,0.5547832920213807
5,139,0.6955054311561835
5,160,0.4493443048585777
5,167,0.47891949940833445
5,174,0.48609590424614624
5,191,0.4853473880019161
5,193,0.49635649173908664
5,196,0.423329004580958
6,7,0.5729527773476689
6,8,0.4676852294545871
6,13,0.5273870900007664
6,18,0.42916450123818134
6,19,0.4438836841921203
6,21,0.4590159209251166
6,28,0.49021202563577787
6,29,0.6307474141159096
6,33,0.45734076579231725
6,38,0.4710930786422812
6,40,0.4712093465857619
6,46,0.5745843689382828
6,50,0.48618285387530663
6,55,0.5111058256988691
6,56,0.5108679641411334
6,60,0.49011385489595044
6,64,0.45196600074996623
6,65,0.6603831087128661
6,73,0.4351066246919292
6,76,1.0115937373134387
6,79,0.6233635950308226
6,81,0.597481189336131
6,90,0.43012788330529766
6,93,0.44563482904708845
6,96,0.4560431761449838
6,106,0.5299775102504183
6,111,0.5376120496361143
6,114,0.4269355180303648
6,115,0.5375575781463287
6,123,0.7168766226894537
