Source,Target,Weight
1,26,0.7151640148350731
1,44,0.43323657425947804
1,54,0.5134238036436058
1,70,0.39265770531623767
1,85,0.4751260319003074
1,89,0.4347435722668761
1,100,0.5430079678617588
1,102,0.7249242990506048
1,108,0.47697532908378854
1,131,0.7975702487069602
1,138,0.4930000150364151
1,142,0.5723208607482251
1,143,0.5364750019563789
1,150,0.5438761591276794
1,158,0.591261982300116
1,159,0.7147206355234016
1,170,0.503059800527268
1,172,0.39349300582748886
1,175,0.5534013112979521
1,177,0.5380494553475986
1,189,0.5530304689157758
2,3,0.44067559307996995
2,5,0.3894055923995828
2,11,0.6208211308252165
2,14,0.6887389973231164
2,19,0.39315692250585976
2,49,0.41863945315369777
2,69,0.49992225059185047
2,72,0.5324429743500914
2,73,0.3920440182815429
2,74,0.41846703053901513
2,82,0.6566511346403112
2,91,0.5434518246884432
2,95,0.4052421856548515
2,104,0.45696430372353364
2,107,0.4936338388463061
2,117,0.6029944454652564
2,133,0.48653143059176385
2,139,0.41522357226984435
2,140,0.392059920922074
2,141,0.4135319493765345
2,150,0.43387683061576177
2,173,0.3978440863276743
2,174,0.6615775891099188
2,186,0.4000427612764494
2,191,0.42179502192587537
2,193,0.4497633870961837
3,5,0.46814358108250803
3,14,0.533182200339504
3,19,1.1620756058035913
3,22,0.5181446052997754
3,37,0.3987863188942611
3,46,0.5704060455646615
3,48,0.41473310631670984
3,49,0.3932700514742308
3,51,0.5303981132506118
3,54,0.3999456649700302
3,58,0.8475455552240965
3,62,0.46041769222675655
3,70,0.4964947559966819
3,72,0.4498943298923298
3,81,0.8226717204995257
3,82,0.40240882014819157
3,89,0.49230772055748784
3,91,0.42330012019814106
3,97,0.4731311857184324
3,104,0.39360843217714775
3,105,0.6991569304201724
3,106,0.4196787640997293
3,109,0.5635102505949021
3,122,0.42229084480341184
3,127,0.40348660558615534
3,139,0.5243549307500563
3,147,0.6229697405338055
3,163,0.45606179758879994
3,166,0.41369408498135984
3,174,0.8067840108780149
3,179,0.6193039647811445
3,191,0.42377081606706485
4,6,0.42607327260938344
4,20,0.47809953868761856
4,24,0.6196406979628651
4,33,0.5155139163862738
4,35,0.5299353365430125
4,37,0.41633159226159433
4,55,0.41970959390738805
4,59,0.5046254121709051
4,66,0.6604606140567202
4,67,0.5765565470243744
4,76,0.41261888861639234
4,79,0.4731393412682178
4,83,0.701942597290627
4,107,0.42067725138401224
4,112,0.4146755198401354
4,119,0.6375557911430122
4,121,0.6099585216125886
4,123,0.42539300031314425
4,128,0.5468534511925713
4,129,0.5827413135243555
4,137,0.7533945639063699
4,144,0.3996012747587927
4,146,0.6572565188759397
4,153,0.5208207697450447
4,178,0.4304463865129099
4,184,0.6635652901749778
4,185,0.6273296392575202
4,196,0.4762794037731359
4,200,0.6405319578277815
5,11,0.3928263688846549
5,19,0.4389893889410911
5,22,0.9343450249255589
5,29,0.3894662766934197
5,40,0.6762132223327222
5,46,0.4281944733549238
5,51,0.6213327844960214
5,58,0.4936738559647433
5,72,0.44884725755380517
5,82,0.45094893370705835
5,91,0.7209963126355338
5,104,0.6194510453628955
5,106,0.39541302359653185
5,109,0.6895741457708644
5,133,0.49354635252633905
5,139,0.6487229584370442
5,160,0.4343803093792589
5,174,0.5106135103209486
5,191,0.5226170345571763
6,7,0.4957906551633819
6,13,0.4385360537117606
6,19,0.4007721740442227
6,25,0.41470892615173954
6,29,0.607680500648504
6,33,0.40454254810473067
6,38,0.4714169286493335
6,40,0.488516436263601
6,46,0.5087053966649538
6,55,0.5429111849277701
6,56,0.39293980570569603
6,65,0.5495661852876814
6,76,0.8695190118954236
6,79,0.5811816003607546
6,81,0.5347539330072193
6,90,0.39836533497630094
6,106,0.4826074858228123
6,111,0.44058312617720014
6,119,0.40612061097831365
6,123,0.5452857005947025
6,125,0.5487895921785966
6,128,0.3916293072657797
6,136,0.4396138366512881
6,137,0.4179008518623188
6,146,0.3937137510199036
6,147,0.5176570447223932
6,163,0.6341257107286593
6,167,0.46174947587778375
6,168,0.55354529846168
6,184,0.414108373989427
6,188,0.39130580555267447
6,191,0.39952822224001144
6,197,0.7084179734436242
7,13,0.4495294489633995
7,17,0.45950844094657994
7,25,0.6048323658362513
7,38,0.6760358784563144
7,56,0.7104451867810297
7,59,0.4418215402223502
7,61,0.4479688881765791
7,64,0.4038670251461915
7,75,0.4646627950671896
7,93,0.4335365319717981
7,113,0.5496471688325186
7,115,0.5174585948626692
7,125,0.39010820470337
7,127,0.43997480469134836
7,149,0.4189836474544492
7,156,0.39535754520928534
7,164,0.5125978777668783
7,166,0.5142342715594601
7,168,0.5256126338591696
8,21,0.42923332838961237
8,24,0.42945659958354127
8,28,0.525180478035924
8,60,0.6839718895732776
8,66,0.4325342990970393
8,76,0.41237704918442253
8,79,0.482220332563168
8,90,0.4917760132821117
8,96,0.7026762651829261
8,98,0.4528429402707982
8,111,0.4651030630304072
8,123,0.5961360786743888
8,146,0.4364969485608381
8,154,0.5858255230531327
8,157,0.6068889262139748
8,161,0.44710429238924687
8,171,0.43282649879320645
8,180,0.3917757423305603
8,185,0.40710822997959384
8,200,0.4297981902401446
9,10,0.521305451990641
9,36,0.5339669916405639
9,41,0.4404789204906099
9,63,0.4017591527716742
9,77,0.4193328832900279
9,80,0.5576333187373413
9,100,0.38882352997973946
9,103,0.5077233740279175
9,118,0.6005733616303806
9,120,0.4639823763601361
9,126,0.41411457013225395
9,138,0.3979456999418403
9,152,0.5887239062276446
9,159,0.4082675496168685
9,162,0.47857815044543583
9,176,0.4860128643488094
9,177,0.43317420621205166
9,189,0.4991949216684035
9,192,0.6253597617074425
10,36,0.5051992462759824
10,41,0.4569209169934762
10,77,0.5063154973866498
10,80,0.47623997189488254
10,100,0.4313178498856224
10,103,0.42953184961030794
10,118,0.5034052318389183
10,126,0.6531486363634793
10,192,0.5029881913474276
11,49,0.5795696863154363
11,53,0.4016933146915904
11,69,0.4196777240793982
11,72,0.6260900250233532
11,73,0.48433170281701615
11,74,0.49959121393539896
11,82,0.5344204948356219
11,91,0.49546770333909584
11,99,0.4409199722535719
11,101,0.40619161547904853
11,104,0.4173533845486466
11,107,0.6550187939142212
11,117,0.6356099667887634
11,133,0.48942182613517665
11,139,0.39094690945001337
11,141,0.4823878803174141
11,149,0.41905392174439576
11,153,0.4761467888005524
11,173,0.447761509448361
11,174,0.4367589205435577
11,186,0.44095290786280683
11,193,0.42002483934844725
11,196,0.47463296286207635
12,38,0.4973546578449527
12,39,0.3916646748629555
12,75,0.6296660615605396
12,106,0.39565448942392406
12,113,0.6558328454883633
12,127,0.48507436488156586
12,139,0.4479971325312905
12,166,0.47268355889208225
12,183,0.5893637064742447
13,17,0.44244579615049706
13,18,0.40937542747128547
13,20,0.5642875914006611
13,23,0.4659668335307833
13,25,0.49808131925135235
13,34,0.48209697727525913
13,38,0.3994564389989541
13,40,0.4619336987681518
13,45,0.44396110502622355
13,50,0.5579954999543179
13,55,0.7036784055688843
13,56,0.39287356124300343
13,59,0.5918830783612461
13,64,0.45845844346083486
13,67,0.4801445454513834
13,73,0.4506945343709998
13,76,0.45613145263615484
13,79,0.6969672170219201
13,83,0.40271274078641034
13,84,0.40567636128650486
13,93,0.41007476401981857
13,115,0.5224110100118569
13,119,0.5099160870673205
13,123,0.4586957112060251
13,125,0.5074890654700571
13,137,0.43073989154657466
13,149,0.5238791765859449
13,151,0.44406346965481824
13,156,0.4178726931685036
13,161,0.6445198480785927
13,164,0.4377543763906548
13,167,0.4377465361223817
13,168,0.4536128246624436
13,178,0.3999152991691576
13,182,0.510512643237701
13,184,0.5528108982604525
13,196,0.43563535514780755
14,19,0.4043464693976579
14,49,0.46499305139428265
14,58,0.40657396248155964
14,69,0.5679873781196314
14,72,0.4151046222066258
14,81,0.40075629644783783
14,82,0.40694101381560144
14,91,0.441852832086629
14,106,0.3912449922885349
14,107,0.46258021422838547
14,127,0.42816845921543506
14,139,0.4816618339850791
14,140,0.4025404877128162
14,163,0.4040387355499009
14,166,0.46507251437900377
14,174,0.6057946060210047
14,186,0.40591077641717666
14,193,0.4207233915476897
15,22,0.42231224884659196
15,47,0.646244060505351
15,51,0.4091160742120946
15,130,0.42488579278399885
15,135,0.47536826154451545
15,148,0.3954311293304246
15,160,0.5748442796872678
16,23,0.45960229019645
16,31,0.4117910644035566
16,34,0.4712401633763449
16,39,0.4273051341312253
16,50,0.4094126668913246
16,63,0.6073778967953767
16,93,0.4426328250994774
16,97,0.4473366658721318
16,99,0.4365095548788347
16,100,0.5633538160095783
16,114,0.47725923911886675
16,116,0.4190727827203403
16,132,0.4779108851477876
16,136,0.5314608608573019
16,143,0.5285600403545072
16,150,0.5159886538409295
16,151,0.44035534617124744
16,156,0.532521628689285
16,159,0.4722002780072971
16,170,0.4360211941181519
16,171,0.5269633387153563
16,188,0.403417403401053
16,189,0.4681433306016873
17,25,0.46349434755470253
17,34,0.5985657949110934
17,38,0.43615200551447103
17,50,0.392607967532547
17,73,0.4566168902956355
17,93,0.4631572468870203
17,115,0.5964247836580214
17,132,0.49357692510715934
17,144,0.4654192345803797
17,151,0.44553126986048064
17,156,0.4321295988109798
17,164,0.8471547671837334
