Source,Target,Weight
1,16,0.47549608423666634
1,26,0.8137138864627217
1,31,0.43840356622360765
1,44,0.45238659513270574
1,54,0.5139885631855178
1,63,0.4250548188462984
1,85,0.5992228045705754
1,97,0.4379082248227293
1,100,0.5608309787083827
1,102,0.8422167522743309
1,108,0.4967887622987148
1,131,0.9384974300262741
1,132,0.425986071644051
1,138,0.5800583251115442
1,142,0.5199744146579429
1,143,0.5743676278184597
1,150,0.5727497105281513
1,158,0.6813569263437689
1,159,0.8086049220840853
1,170,0.6063448910851308
1,172,0.4995865649263768
1,175,0.6590490107673289
1,177,0.6111630050214759
1,189,0.6608694670017788
1,195,0.42062996418733706
2,3,0.4547341120583579
2,5,0.44997930068682795
2,11,0.6926911789720676
2,14,0.7002045301971124
2,19,0.44899287595094756
2,49,0.4593964531655075
2,58,0.4213692723137082
2,69,0.5359751630690474
2,72,0.5911409729306106
2,73,0.43437455302054107
2,74,0.4508602974049034
2,82,0.6864589113835373
2,91,0.5986526077391778
2,97,0.4137212302962864
2,101,0.4713096698228319
2,104,0.5039004685063067
2,107,0.5007702814286575
2,109,0.4577966169390979
2,117,0.6879300310166664
2,133,0.5826865658828856
2,139,0.4685743658654847
2,140,0.46595821292504785
2,141,0.46579455814348164
2,150,0.4734685702666276
2,173,0.4577763686718058
2,174,0.6727505950416226
2,186,0.4467254137501508
2,191,0.4560551925415842
2,193,0.4683372962549364
3,5,0.47175830348288417
3,6,0.44290240230540484
3,14,0.5927096570411009
3,19,1.2826875188918003
3,22,0.5100794473757441
3,46,0.6631954419705262
3,48,0.43397902812044087
3,49,0.4386742769961186
3,51,0.48665121412497464
3,58,0.9109423287674596
3,62,0.4720059535058808
3,70,0.44190423451500777
3,72,0.42488666251372864
3,81,0.8254939303975984
3,82,0.4552645872569441
3,89,0.45950905504581036
3,91,0.4444636402675208
3,97,0.5216117829856515
3,104,0.41678331821110326
3,105,0.7041481262611252
3,106,0.4675315161731638
3,109,0.6065237245837545
3,122,0.488533871700611
3,127,0.41567789881157846
3,139,0.5222389668965097
3,147,0.6669095989445977
