Source,Target,Weight,Type
0,15,0.5071874089802473,Undirected
0,25,0.8060205594664186,Undirected
0,30,0.4609897253517577,Undirected
0,43,0.5285161779277376,Undirected
0,53,0.5780545020569582,Undirected
0,69,0.4919771113270351,Undirected
0,84,0.5808449968608876,Undirected
0,88,0.5083605324515158,Undirected
0,96,0.44556645215370566,Undirected
0,99,0.5733055160001841,Undirected
0,101,0.8777045426674708,Undirected
0,104,0.4442393174219276,Undirected
0,107,0.5604699105901831,Undirected
0,130,0.9661650985416559,Undirected
0,131,0.4478030160323388,Undirected
0,137,0.6198795203178843,Undirected
0,141,0.5944990178161313,Undirected
0,142,0.6052501922420337,Undirected
0,149,0.5753473629752159,Undirected
0,157,0.6453483477063309,Undirected
0,158,0.7796035223345991,Undirected
0,169,0.6270634711608414,Undirected
0,171,0.5094642391127916,Undirected
0,174,0.6300218472696645,Undirected
0,176,0.6340806892224616,Undirected
0,188,0.6498993631768172,Undirected
1,2,0.48217996410409547,Undirected
1,4,0.4695001495615597,Undirected
1,10,0.6690914510291167,Undirected
1,13,0.7403698926284744,Undirected
1,18,0.4626824825550577,Undirected
1,48,0.47613309966616896,Undirected
1,60,0.47222863200010606,Undirected
1,68,0.47275055544857203,Undirected
1,71,0.6373344450286342,Undirected
1,72,0.47212449701422365,Undirected
1,73,0.477107022927736,Undirected
1,81,0.7463326852592753,Undirected
1,90,0.6468572450324053,Undirected
1,94,0.4577699577272644,Undirected
1,100,0.48989205311605916,Undirected
1,103,0.5587890342133247,Undirected
1,106,0.4508614018956395,Undirected
1,108,0.5030078487981521,Undirected
1,116,0.6287698107908563,Undirected
1,132,0.6535809259946311,Undirected
1,138,0.5201920790141895,Undirected
1,139,0.4577364226753621,Undirected
1,140,0.4823298418780153,Undirected
1,148,0.4496123015587297,Undirected
1,149,0.5264215211632324,Undirected
1,172,0.5310693368638683,Undirected
1,173,0.7247235441919964,Undirected
1,185,0.5201511761738417,Undirected
1,190,0.5025794675732371,Undirected
1,192,0.5000683942117282,Undirected
2,5,0.4508541366877731,Undirected
2,13,0.624538085118207,Undirected
2,18,1.2627686760465537,Undirected
2,21,0.49717248632788347,Undirected
2,45,0.6553698858068815,Undirected
2,50,0.43797578637348017,Undirected
2,53,0.48993494654460634,Undirected
2,57,0.8298014806256564,Undirected
2,69,0.4972912529544272,Undirected
2,80,0.8389372076376372,Undirected
2,84,0.4786023879138654,Undirected
2,88,0.5238029863618021,Undirected
2,96,0.573814874060168,Undirected
2,104,0.6978509778824845,Undirected
2,105,0.45041621026280315,Undirected
2,108,0.5527388386747054,Undirected
2,126,0.4364813265942303,Undirected
2,138,0.5127315911208141,Undirected
2,146,0.6526406571415467,Undirected
2,162,0.5506758277144658,Undirected
2,165,0.5370640688969329,Undirected
2,173,0.8678054664047229,Undirected
2,178,0.5946640066089813,Undirected
2,196,0.43855989563761233,Undirected
3,19,0.49669115321913393,Undirected
3,23,0.6122126039716176,Undirected
3,32,0.479408125335996,Undirected
3,34,0.5388686750564232,Undirected
3,54,0.43530494236634526,Undirected
3,58,0.4843448717892594,Undirected
3,65,0.6305234391448508,Undirected
3,66,0.635040430583079,Undirected
3,78,0.49153889736299844,Undirected
3,82,0.6201290537640007,Undirected
3,106,0.45322795202486,Undirected
3,118,0.667985197775941,Undirected
3,120,0.6284127932943425,Undirected
3,127,0.5110370600123167,Undirected
3,128,0.5274162902523587,Undirected
3,136,0.8090108471184909,Undirected
3,145,0.6974465082155913,Undirected
3,152,0.48428922634988997,Undirected
3,177,0.47233681250284537,Undirected
3,183,0.7071069041505094,Undirected
3,184,0.571129266643603,Undirected
3,195,0.48543375510381126,Undirected
3,199,0.6221334922505972,Undirected
4,10,0.45606926492417804,Undirected
4,21,1.0320480934776994,Undirected
4,28,0.4500250314626874,Undirected
4,39,0.7559005899518998,Undirected
4,45,0.47268657965008937,Undirected
4,50,0.6172951280683306,Undirected
4,57,0.45701087120459544,Undirected
4,71,0.4944780044854991,Undirected
4,90,0.7977441579427863,Undirected
4,103,0.725699358196372,Undirected
4,108,0.7438097534543195,Undirected
4,132,0.5902751383626389,Undirected
4,138,0.7557045764694953,Undirected
4,159,0.4453820429402426,Undirected
4,166,0.464039281187999,Undirected
4,173,0.5500553781222072,Undirected
4,185,0.45569516480832994,Undirected
4,190,0.5159327301332907,Undirected
4,192,0.5315153415454351,Undirected
5,6,0.5290554993100114,Undirected
5,7,0.4706030713922547,Undirected
5,12,0.5114865496418226,Undirected
5,18,0.43857715143362364,Undirected
5,20,0.46569842677718254,Undirected
5,23,0.44535837748430146,Undirected
5,27,0.5001981097821184,Undirected
5,28,0.6073412747141284,Undirected
5,30,0.44493955861039225,Undirected
5,32,0.4719262722853408,Undirected
5,37,0.4733768861989018,Undirected
5,39,0.4832048635901451,Undirected
5,45,0.5463817033531653,Undirected
5,49,0.44797850192465544,Undirected
5,54,0.5433247010536367,Undirected
5,55,0.46038885636446597,Undirected
5,59,0.48499925189936816,Undirected
5,63,0.4606513783409841,Undirected
5,64,0.6861956707975017,Undirected
5,65,0.4491676332653047,Undirected
5,68,0.43700572776234065,Undirected
5,74,0.4394231392948075,Undirected
5,75,0.9859702789512892,Undirected
5,78,0.6509389049996053,Undirected
5,80,0.6010121665539429,Undirected
5,89,0.4352461541015356,Undirected
5,92,0.45715094704870457,Undirected
5,95,0.4666829612526103,Undirected
5,105,0.5379597146862772,Undirected
5,110,0.5372593609844549,Undirected
5,114,0.5104824162808678,Undirected
5,118,0.45019194015870884,Undirected
5,122,0.7099764163856583,Undirected
5,124,0.5380084551752347,Undirected
5,127,0.48079707188547244,Undirected
5,135,0.5021936057414311,Undirected
5,136,0.4372815102518699,Undirected
5,145,0.4435860664511476,Undirected
5,146,0.5507913947873411,Undirected
5,155,0.4464733127071499,Undirected
5,160,0.4585523448528505,Undirected
5,162,0.7125618996914543,Undirected
5,167,0.5291599724600135,Undirected
5,173,0.45647184507568417,Undirected
5,184,0.43868938733836765,Undirected
5,187,0.4847357365897019,Undirected
