Id,Module,Degree,Label
1,2,14.615249367965957,CC200_ROI_001
2,1,14.918385666245822,CC200_ROI_002
3,1,18.00266994233784,CC200_ROI_003
4,4,12.236347592664249,CC200_ROI_004
5,1,14.387620133057753,CC200_ROI_005
6,5,20.035185616646753,CC200_ROI_006
7,3,8.963073748009439,CC200_ROI_007
8,5,12.179640870988438,CC200_ROI_008
9,6,10.574762316596368,CC200_ROI_009
10,6,6.408900502568692,CC200_ROI_010
11,1,15.209300793714414,CC200_ROI_011
12,3,4.302778942583522,CC200_ROI_012
13,3,16.144211706605713,CC200_ROI_013
14,1,12.801358823872077,CC200_ROI_014
15,7,3.704771370310158,CC200_ROI_015
16,2,12.172904167422526,CC200_ROI_016
17,3,8.400860136794225,CC200_ROI_017
18,7,9.059296096948806,CC200_ROI_018
19,1,14.853812859933832,CC200_ROI_019
20,4,8.997245750468938,CC200_ROI_020
21,5,7.30741597992451,CC200_ROI_021
22,1,14.736131181265085,CC200_ROI_022
23,3,6.619531272977881,CC200_ROI_023
24,4,17.639954768432514,CC200_ROI_024
25,3,7.721181104238632,CC200_ROI_025
26,2,17.4219955577001,CC200_ROI_026
27,1,1.8153335042221228,CC200_ROI_027
28,5,10.19149232882199,CC200_ROI_028
29,1,10.66326441761602,CC200_ROI_029
30,6,0.8682472938396797,CC200_ROI_030
31,5,14.877276470753296,CC200_ROI_031
32,1,4.377407533251697,CC200_ROI_032
33,4,12.984220690123061,CC200_ROI_033
34,3,10.112683235859723,CC200_ROI_034
35,4,12.023518750278036,CC200_ROI_035
36,6,3.135563351262223,CC200_ROI_036
37,6,8.109826246946808,CC200_ROI_037
38,3,11.48361502017022,CC200_ROI_038
39,3,7.066766523270791,CC200_ROI_039
40,1,14.784564608721556,CC200_ROI_040
41,6,3.3440589993234475,CC200_ROI_041
42,3,1.9037492707993038,CC200_ROI_042
43,1,3.612540040848005,CC200_ROI_043
44,2,12.336970420811934,CC200_ROI_044
45,7,7.354053074253662,CC200_ROI_045
46,1,15.45523813481719,CC200_ROI_046
47,7,6.196382716936224,CC200_ROI_047
48,6,12.042334247298685,CC200_ROI_048
49,1,16.43709857465122,CC200_ROI_049
50,5,15.012933226483712,CC200_ROI_050
51,1,12.587086821277385,CC200_ROI_051
52,6,1.7210248076355943,CC200_ROI_052
