network,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,cohen_d_CTL_minus_ASD,n_ASD,n_CTL,p_FDR,FDR_significant
net1_1,0.03992232501977995,0.00039098716461997675,0.3198579235141919,0.3552998344665984,0.40951780917834973,123,122,0.01094764060935935,True
net1_2,0.03736519482047667,0.0034433381717870874,0.20087472187110414,0.22961727765741055,0.28186123255894824,123,122,0.01928269376200769,True
net1_3,0.0288166377116695,0.014153276781345186,0.2089765879128062,0.2281329816541215,0.19855839480235218,123,122,0.03445603031180549,True
net1_4,0.029313455026490038,0.02477440111727306,0.17542663203348421,0.19267915060358548,0.1565836919793504,123,122,0.04954880223454612,True
net1_5,0.033827190548668895,0.008532738306558544,0.15703728669641506,0.18189076681965455,0.24045681565251983,123,122,0.025409272395484035,True
net1_6,0.019389530283225317,0.04319646615959776,0.19546663867340797,0.20965179948389326,0.18774068226972992,123,122,0.07114712073345514,False
net1_7,0.01887838345772255,0.08586389748451599,0.22796277333247603,0.23818400107329135,0.11446634956997047,123,122,0.11448519664602132,False
net2_2,0.020279779166346188,0.23351209193646053,0.523296366475064,0.5301916622522482,0.04975165388938535,123,122,0.28427559018351717,False
net2_3,0.035747857823290874,0.007560868415470286,0.20559637526579597,0.22967262731892674,0.21936064287655427,123,122,0.025409272395484035,True
net2_4,0.03356774226528784,0.014766870133630924,0.23569815712421968,0.2558733636745686,0.17536053058570558,123,122,0.03445603031180549,True
net2_5,0.030518805258432674,0.04054805384845457,0.2773064927761187,0.2963940765198986,0.15762191422648572,123,122,0.07114712073345514,False
net2_6,0.016666295642068524,0.15535141259254112,0.25311308618473244,0.2597060021439158,0.06884277980698938,123,122,0.19771997966323415,False
net2_7,0.004813727705683702,0.6939471101918856,0.20806608316549458,0.20291899100734642,-0.051759073011992215,123,122,0.7196488550138073,False
net3_3,0.02896519055659751,0.024531194476649035,0.3704272505101698,0.39062990434962575,0.19538985604849748,123,122,0.04954880223454612,True
net3_4,0.04312327416122923,0.0017396122900454358,0.20713771867194308,0.23734645809974472,0.26145644856753225,123,122,0.01928269376200769,True
net3_5,0.02828665124405966,0.04224656684549756,0.2411595133418062,0.2565288723415749,0.13204407592708728,123,122,0.07114712073345514,False
net3_6,0.03086149872700087,0.0030169452141960177,0.16395557518280798,0.18888775228413066,0.3054032733912631,123,122,0.01928269376200769,True
net3_7,0.024282445054835546,0.05436545921535959,0.21219570199497229,0.22567428436070666,0.12943366175134496,123,122,0.07982110801003021,False
net4_4,0.04173483282175631,0.004944182251729445,0.44996526023376293,0.48096173218227417,0.2600487967530074,123,122,0.023072850508070744,True
net4_5,0.03761560781949928,0.009074740141244299,0.3044699989687078,0.3330176571079907,0.24396867437144631,123,122,0.025409272395484035,True
net4_6,0.006944508197608325,0.5195879738222184,0.1795569545335227,0.17859402018681103,-0.011060665907295701,123,122,0.5595562795008506,False
net4_7,-0.009705071364927024,0.4778506015217461,0.26370350199228937,0.24374874481867995,-0.17940130562072443,123,122,0.5351926737043555,False
net5_5,0.04723191212760918,0.0030753436787837652,0.47169702806241726,0.503590740288318,0.23765497047207432,123,122,0.01928269376200769,True
net5_6,0.01016791812293698,0.3644412124922515,0.17290652893178088,0.17742239910509888,0.05139016349421705,123,122,0.4251814145742934,False
net5_7,-0.002746232936129636,0.8452510689544136,0.20331986124322277,0.1926552009491636,-0.09548276860632242,123,122,0.8452510689544136,False
net6_6,0.036731718812783275,0.007253834592662337,0.3464704138161942,0.3713228258382223,0.22139073278526233,123,122,0.025409272395484035,True
net6_7,0.02167092555287241,0.05701507715002158,0.22072764724931068,0.23540687722630388,0.16256766968622396,123,122,0.07982110801003021,False
net7_7,0.03040835685046429,0.04686357328880083,0.46011842920168167,0.48039530773723466,0.1668695957075687,123,122,0.07289889178257906,False
