network,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,cohen_d_CTL_minus_ASD,n_ASD,n_CTL,p_FDR,FDR_significant
net1_1,0.02516705423675501,0.014326810196009808,0.32048379068334715,0.3409258086763624,0.23026898482801583,135,145,0.4008639477209361,False
net1_2,0.007864007221906472,0.5130943172038767,0.22310008868188064,0.22081290797388725,-0.020926937323717334,135,145,0.7275564858696543,False
net1_3,0.011542717832655227,0.31641302827467715,0.21933949313734274,0.22055064220937684,0.01137385478810643,135,145,0.7091649129406679,False
net1_4,0.013203419426636389,0.308683307270337,0.20135611418612348,0.20330001688508303,0.016516752872326592,135,145,0.7091649129406679,False
net1_5,0.0028898278803208685,0.8097527028493573,0.1830413015467053,0.17575977021258635,-0.06699906123725478,135,145,0.8550324209921242,False
net1_6,0.005700673816950515,0.5605518197541679,0.2096997038799333,0.20672706934295904,-0.03341360442660325,135,145,0.7275564858696543,False
net1_7,0.013727207206907066,0.24544091549247182,0.237094925996917,0.24082536292801593,0.03493551802963875,135,145,0.6964806499788626,False
net2_2,0.02124637750066579,0.14029379676993825,0.5195858101373497,0.5287813771095792,0.06976162082393142,135,145,0.685043153318432,False
net2_3,0.006133600302326509,0.6441176939084587,0.23796916673531338,0.2320251071847715,-0.047985277811120546,135,145,0.7841432795407324,False
net2_4,0.016366379996621314,0.2487430892781652,0.24814051760124858,0.25402319296891634,0.04601530926709952,135,145,0.6964806499788626,False
net2_5,0.009987990269156222,0.458372621230807,0.2818084881813844,0.2819057164042151,0.0007958792660362291,135,145,0.7275564858696543,False
net2_6,-0.002696704389531037,0.824495548813834,0.274465174496213,0.26041750004358255,-0.12545913307986808,135,145,0.8550324209921242,False
net2_7,0.01074306969774707,0.45771338220928914,0.2240646907945439,0.2228406166957923,-0.00931768366125158,135,145,0.7275564858696543,False
net3_3,0.02214514812203853,0.08633920530060264,0.38058396855365034,0.3929885992409093,0.10459611358147872,135,145,0.6043744371042186,False
net3_4,0.008634982845797714,0.5243977796923864,0.23753189695270777,0.23455211498530137,-0.023695404164473247,135,145,0.7275564858696543,False
net3_5,0.016389826878310212,0.2357827030902575,0.26674483328007814,0.26904834640889624,0.017520939541264477,135,145,0.6964806499788626,False
net3_6,0.006813062558552662,0.48535304558920944,0.17857102899191776,0.17974770018582653,0.013936736915155828,135,145,0.7275564858696543,False
net3_7,0.012911912363853213,0.32925513815102436,0.22807487704663568,0.2307726337364538,0.022504629434435906,135,145,0.7091649129406679,False
net4_4,0.02768374706676248,0.07059494529706302,0.4697903868876278,0.48976512797329413,0.15133667350138635,135,145,0.6043744371042186,False
net4_5,0.016400351730056585,0.2290381841126005,0.30538372668654545,0.3133614716769324,0.06623640662440995,135,145,0.6964806499788626,False
net4_6,-0.008223372300905096,0.46969431658488825,0.19829953028127964,0.1821799140910914,-0.16034280647686439,135,145,0.7275564858696543,False
net4_7,-0.0008206539123531611,0.9577181756692432,0.29426034341062796,0.2802851970900112,-0.09932025891746625,135,145,0.9577181756692432,False
net5_5,0.023506427998082176,0.1467949614253783,0.5010175649255264,0.508001021359925,0.04522875680693045,135,145,0.685043153318432,False
net5_6,-0.002529791293812208,0.8229898249033929,0.18832355494857794,0.17870131961208383,-0.09787504888990761,135,145,0.8550324209921242,False
net5_7,0.0037323889164367604,0.7966749940102192,0.21516349704298884,0.2066768675926899,-0.06415817759381462,135,145,0.8550324209921242,False
net6_6,0.007672996036227262,0.5716515246118712,0.37065803098278477,0.3651903244675708,-0.04338885273326757,135,145,0.7275564858696543,False
net6_7,0.006737626815524979,0.5394644826552144,0.2256917814483955,0.22737566884453,0.018095049890892407,135,145,0.7275564858696543,False
net7_7,0.036352174963372764,0.028633139122924003,0.4748190361025559,0.5038480938003398,0.206601059945153,135,145,0.4008639477209361,False
