network,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,cohen_d_CTL_minus_ASD,n_ASD,n_CTL,p_FDR,FDR_significant
net1_1,0.0065414605201430396,0.8087190953828545,0.301603019535633,0.3047732482703382,0.03849952275111599,9,16,0.9315390706549189,False
net1_2,0.003446014101655691,0.9315390706549189,0.1911493354433558,0.19006964500316662,-0.009310489144953417,9,16,0.9315390706549189,False
net1_3,-0.028792051221541118,0.4686124023442102,0.2110567904750168,0.1774351910786161,-0.28547031362603015,9,16,0.9315390706549189,False
net1_4,-0.01946652127230327,0.6278746921935809,0.1784263530086091,0.15462080156566593,-0.20558240609189293,9,16,0.9315390706549189,False
net1_5,-0.005166675388799129,0.8895011300281411,0.1560386835441532,0.14654097280805467,-0.08809084275344103,9,16,0.9315390706549189,False
net1_6,-0.04511690903185244,0.09882486331917513,0.23016496307482967,0.18216508174682444,-0.6376823987946482,9,16,0.5534192345873807,False
net1_7,-0.040613781571855134,0.37176351008512465,0.23356579624215382,0.19179079336242147,-0.402520947362502,9,16,0.9315390706549189,False
net2_2,0.02895096848719898,0.6347507150273585,0.4761022748162358,0.4988274107017416,0.13317300886659938,9,16,0.9315390706549189,False
net2_3,-0.02225370051089968,0.7003583819725943,0.20201635738950655,0.17416188339489508,-0.17493850996444388,9,16,0.9315390706549189,False
net2_4,-0.030361838133147388,0.5677043848201919,0.25434502437742995,0.22069235759713104,-0.2502818057465916,9,16,0.9315390706549189,False
net2_5,-0.020749332286188055,0.6639427226099993,0.27674667454372526,0.2509238619244175,-0.18876513163236494,9,16,0.9315390706549189,False
net2_6,-0.06545739405070644,0.17641227512601773,0.28511524341322075,0.21648337388771055,-0.5804553987709667,9,16,0.5551622329577337,False
net2_7,-0.09571249659665275,0.17844500345070013,0.24484047964985267,0.1490611401900391,-0.6046669394538838,9,16,0.5551622329577337,False
net3_3,-0.006293089006630513,0.8884437202409307,0.3802464361984945,0.370050079080435,-0.08613673028161788,9,16,0.9315390706549189,False
net3_4,-0.011828379334074619,0.8096355502640783,0.20992668392013888,0.19446661737362206,-0.1225850394907548,9,16,0.9315390706549189,False
net3_5,-0.011388996629653262,0.803613523890846,0.2397496930527295,0.22406000903621887,-0.12697793754889758,9,16,0.9315390706549189,False
net3_6,-0.0276617575032521,0.3937937689213208,0.20489791088970202,0.1736624422405828,-0.33471330570281616,9,16,0.9315390706549189,False
net3_7,-0.02277569344956269,0.6649587778308055,0.2317791456554899,0.20703476346828803,-0.20143337251655435,9,16,0.9315390706549189,False
net4_4,-0.005067892640765332,0.9194422935575273,0.4597215834966255,0.4511074924160658,-0.06612002493554159,9,16,0.9315390706549189,False
net4_5,-0.01625537214914542,0.6996157145545399,0.3007275446783369,0.2812634944696949,-0.17757649497553452,9,16,0.9315390706549189,False
net4_6,-0.0890502805656713,0.023926790515839128,0.22596860525099066,0.1343650782654444,-0.9842244943675554,9,16,0.5534192345873807,False
net4_7,-0.08369416786933781,0.09341639126505684,0.27831160485694123,0.19309071594088936,-0.7519012333042275,9,16,0.5534192345873807,False
net5_5,-0.0181108228926942,0.6850027745297018,0.4314229797916591,0.4077109400752522,-0.17614375110835956,9,16,0.9315390706549189,False
net5_6,-0.06988902463595331,0.04212580238268203,0.23728043556201658,0.16432335158461403,-0.8264717731516535,9,16,0.5534192345873807,False
net5_7,-0.07626039549472577,0.14082570259275362,0.24724465736617113,0.17103429269943565,-0.6414897381513553,9,16,0.5551622329577337,False
net6_6,-0.0644280607321459,0.12321636795071808,0.39313907884811317,0.3233043360140656,-0.5489343475876135,9,16,0.5551622329577337,False
net6_7,-0.05926654575420908,0.09856655780032464,0.27676802390110805,0.21578627216563676,-0.7226632757421918,9,16,0.5534192345873807,False
net7_7,0.008467982352148429,0.8719489062675068,0.47977347090014066,0.4865706548588723,0.055701228684051494,9,16,0.9315390706549189,False
