network,beta_CTL_minus_ASD,p_uncorrected,mean_ASD,mean_CTL,cohen_d_CTL_minus_ASD,n_ASD,n_CTL,p_FDR,FDR_significant
net1_1,0.016946492317358317,0.5467780825867,0.343404907358447,0.3262801270702238,-0.176528465233766,23,34,0.9965511892662156,False
net1_2,-0.0356997221702511,0.3112082409032209,0.2434035320557286,0.19297489155358108,-0.43851130067943,23,34,0.9965511892662156,False
net1_3,0.012599021056118697,0.7146483788675009,0.25098605574269056,0.20805231317345524,-0.34347048353810683,23,34,0.9965511892662156,False
net1_4,-0.014989486700745751,0.6802134681921668,0.20712254869792232,0.15567652912551183,-0.4126885989128185,23,34,0.9965511892662156,False
net1_5,0.005133689132143946,0.8888887492108305,0.21033526008818013,0.17097829973625847,-0.30786519191303235,23,34,0.9965511892662156,False
net1_6,-0.002870394268880954,0.9146349090307624,0.21633163702991207,0.18885769688128773,-0.30494079233129034,23,34,0.9965511892662156,False
net1_7,0.019830296490385202,0.512358979262169,0.24612478966633877,0.2242415417524758,-0.2059221303166588,23,34,0.9965511892662156,False
net2_2,0.011719096031912336,0.7659748162895579,0.5511770976144058,0.48814301727161186,-0.4259327062930806,23,34,0.9965511892662156,False
net2_3,-0.013950936424712821,0.6934058954873672,0.2683996825593073,0.21072462941187994,-0.47006374835384923,23,34,0.9965511892662156,False
net2_4,-0.029836667109906054,0.44340382853420635,0.26972733866086485,0.21286922447473458,-0.4416670733432799,23,34,0.9965511892662156,False
net2_5,0.024549129366713014,0.515670501721451,0.30428075107265745,0.26816158127676476,-0.2638664711657201,23,34,0.9965511892662156,False
net2_6,-0.00012918652277488877,0.9965511892662156,0.26690717381785883,0.2356755182890069,-0.3061080827650423,23,34,0.9965511892662156,False
net2_7,0.007946973204014395,0.8152893938419665,0.2124897422858114,0.19585647917272017,-0.1474324031479037,23,34,0.9965511892662156,False
net3_3,0.002162232912639018,0.9522600944548929,0.42226485888928955,0.3680796573509548,-0.41766992756347177,23,34,0.9965511892662156,False
net3_4,0.00021222540144155892,0.9954354083631398,0.2481173884508144,0.2022755831964984,-0.35146671130838125,23,34,0.9965511892662156,False
net3_5,0.012823502060304996,0.7494821508455485,0.30399137463910064,0.2521759084675355,-0.3530747401791749,23,34,0.9965511892662156,False
net3_6,0.01834531614848847,0.5319719658338764,0.19198979187911044,0.1741089434926835,-0.17568079153597782,23,34,0.9965511892662156,False
net3_7,0.049079228765959465,0.13944859834116666,0.22858129537124494,0.22478721450272407,-0.031959036117917845,23,34,0.9965511892662156,False
net4_4,0.016786411776106153,0.6670654078710738,0.47721650477800026,0.45376579487938723,-0.17433880983773123,23,34,0.9965511892662156,False
net4_5,0.037359760134530864,0.34245562830207,0.3145622273890922,0.2915696767663173,-0.1624825389771207,23,34,0.9965511892662156,False
net4_6,-0.010204307843694735,0.7045502434060316,0.1888985934795856,0.1512119949501089,-0.4099947021810173,23,34,0.9965511892662156,False
net4_7,0.007137156551404636,0.84634629076569,0.2933125343619,0.25844654891657015,-0.2745604041829463,23,34,0.9965511892662156,False
net5_5,-0.0036300508474368283,0.9342426496299574,0.5279887677269202,0.45368312003225325,-0.4643327751955658,23,34,0.9965511892662156,False
net5_6,0.01389366180951995,0.6320954373801417,0.2022313792819334,0.17919352174643793,-0.22829319490522051,23,34,0.9965511892662156,False
net5_7,0.05944057783379521,0.0819865972297048,0.21701896115726615,0.2170492238129549,0.00024357405112552388,23,34,0.9965511892662156,False
net6_6,-0.01565709988772975,0.6613841671647425,0.3754604393300609,0.3182738347205022,-0.46465391667515904,23,34,0.9965511892662156,False
net6_7,0.024498230478698833,0.3688577374540579,0.20474144320995222,0.2025311824531767,-0.023775704572970333,23,34,0.9965511892662156,False
net7_7,-0.0052722536503281405,0.898858118103518,0.5002712699233034,0.47421478377847126,-0.19147374709700493,23,34,0.9965511892662156,False
