scenario,age_group,metric,module,mean_ASD_male,n_ASD_male,mean_ASD_female,n_ASD_female,mean_CTL_male,n_CTL_male,mean_CTL_female,n_CTL_female,n_ASD,n_CTL,n_male,n_female,n_total,beta_DX_m1,p_DX_m1,beta_SEX_m1,p_SEX_m1,beta_DXxSEX_m1,p_DXxSEX_m1,p_SITE_m1,p_IQ_m1,p_RIGHT_HANDED_m1,note_m1,n_model_m1,n_model_ASD_m1,n_model_CTL_m1,n_model_male_m1,n_model_female_m1,n_model_ASD_male_m1,n_model_ASD_female_m1,n_model_CTL_male_m1,n_model_CTL_female_m1,beta_DX_m2,p_DX_m2,beta_SEX_m2,p_SEX_m2,beta_DXxSEX_m2,p_DXxSEX_m2,p_SITE_m2,p_IQ_m2,p_RIGHT_HANDED_m2,note_m2,n_model_m2,n_model_ASD_m2,n_model_CTL_m2,n_model_male_m2,n_model_female_m2,n_model_ASD_male_m2,n_model_ASD_female_m2,n_model_CTL_male_m2,n_model_CTL_female_m2,beta_DX_m3,p_DX_m3,beta_SEX_m3,p_SEX_m3,beta_DXxSEX_m3,p_DXxSEX_m3,p_SITE_m3,p_IQ_m3,p_RIGHT_HANDED_m3,note_m3,n_model_m3,n_model_ASD_m3,n_model_CTL_m3,n_model_male_m3,n_model_female_m3,n_model_ASD_male_m3,n_model_ASD_female_m3,n_model_CTL_male_m3,n_model_CTL_female_m3,p_DXxSEX_FDR_m1,DXxSEX_FDR_significant_m1,p_DXxSEX_FDR_m2,DXxSEX_FDR_significant_m2,p_DXxSEX_FDR_m3,DXxSEX_FDR_significant_m3
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,1,0.8491726190505837,113,0.8484674749971,14,0.8506102875836812,131,0.8501632472942059,22,127,153,244,36,280,0.0003678796087612894,0.692441508166113,-0.0014340576019633705,0.4687618757496163,0.00205900216392442,0.4058575606452518,0.002737907260799106,,,,280,127,153,244,36,113,14,131,22,0.00036275334494194345,0.6963801857887926,-0.0015432677903107483,0.4359711379768335,0.00216453781700901,0.38238190530041777,0.0024893555591205046,0.2656145122910214,,,280,127,153,244,36,113,14,131,22,-0.0005047192373014565,0.6333647839499779,-0.0021332625669181343,0.3536642297372146,0.0036118578157657844,0.22001581424631583,0.0013681877068985584,0.44228793314938486,0.14125642978164948,,214,102,112,190,24,92,10,98,14,0.8117151212905036,False,0.7647638106008355,False,0.8237117163148836,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,2,0.8514127318199128,113,0.8524191422325939,14,0.8460015760321143,131,0.8516726107190206,22,127,153,244,36,280,-0.008818786348227803,0.2197898855684923,0.00019714942097967536,0.9896971578760628,0.011438993875982392,0.549451808874369,0.3677702177901977,,,,280,127,153,244,36,113,14,131,22,-0.00881945445221085,0.220654483837255,0.0001829160993247897,0.9904711309225437,0.011452748296876744,0.5500375042811833,0.38543064754859735,0.9850183316621469,,,280,127,153,244,36,113,14,131,22,-0.01181183863874199,0.21999577813528326,0.0013986154604322537,0.9465820064514137,0.01866794939112515,0.48480938626015113,0.47584717344744465,0.9427063911311195,0.4558066682743023,,214,102,112,190,24,92,10,98,14,0.8647479891381877,False,0.8798868359691129,False,0.8627755596847029,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,3,0.8383431467842208,113,0.8447013446720099,14,0.8387893150210834,131,0.8390389503703276,22,127,153,244,36,280,-0.0016700720782777609,0.1367625428023347,0.002585135157611426,0.27849725056192093,-0.0026046378165425488,0.38267930277590073,5.310414825683957e-12,,,,280,127,153,244,36,113,14,131,22,-0.0016673025345648289,0.1379898677949488,0.0026441376594704136,0.2689811169555183,-0.002661655093606788,0.3734104951164009,7.320334062260218e-12,0.6178602401699584,,,280,127,153,244,36,113,14,131,22,-0.0022556838548356164,0.09522026413207632,0.0015678161537177882,0.5921744741834384,-0.0016279924857822287,0.6636655807389031,1.9161499351692308e-10,0.22406343445357,0.9420296754979527,,214,102,112,190,24,92,10,98,14,0.8117151212905036,False,0.7647638106008355,False,0.8627755596847029,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,4,0.8456599072915895,113,0.8483875428718607,14,0.8465881057795422,131,0.8465823881930102,22,127,153,244,36,280,-0.00044019983076180186,0.4921560890418034,0.0009837553298394919,0.47060388348306537,-0.0007773329362289749,0.6485609918536408,9.128989835681453e-09,,,,280,127,153,244,36,113,14,131,22,-0.000441416586606843,0.49168307686282603,0.0009578335006693861,0.4836245500723339,-0.0007522832846163924,0.6599151269768346,1.1202131855186783e-08,0.7015887342474647,,,280,127,153,244,36,113,14,131,22,-0.0006987832955697908,0.3662265226022722,0.0009936876104496423,0.5538766902835578,-0.00015917060200994204,0.9408892991952894,1.0541140606442304e-07,0.5909556100585937,0.8999608654961166,,214,102,112,190,24,92,10,98,14,0.8647479891381877,False,0.8798868359691129,False,0.9408892991952894,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,5,0.8449064669611533,113,0.8483197314844934,14,0.8463301766010672,131,0.8450173097361975,22,127,153,244,36,280,0.0006961181379762475,0.4330116689448642,0.0020827580224587056,0.2704619044799924,-0.0029080187620511427,0.21894910812453186,3.7268419299215326e-08,,,,280,127,153,244,36,113,14,131,22,0.0007041876564136233,0.4255686648351791,0.002254671458731608,0.23139285318979017,-0.0030741479212942485,0.19209907853740205,1.1719193682460318e-08,0.06572023080106781,,,280,127,153,244,36,113,14,131,22,0.0005633444918768521,0.58727794754782,0.00300349507320119,0.18355753086626714,-0.0029371948299891093,0.30889189361808134,1.9146261593597816e-07,0.0748268003434887,0.1489903433557832,,214,102,112,190,24,92,10,98,14,0.8117151212905036,False,0.7647638106008355,False,0.8237117163148836,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,6,0.8411944868372331,113,0.8449158321047329,14,0.8419254973867107,131,0.8430653753241478,22,127,153,244,36,280,-0.0008617970182113292,0.2707127091252144,0.0013979670213963152,0.4007844125269486,-2.5093187099492487e-05,0.9903765461875171,1.1676528689081093e-12,,,,280,127,153,244,36,113,14,131,22,-0.0008563345703474223,0.2728357778163056,0.001514339291939143,0.36245382947747845,-0.00013754994373012253,0.9472223198366753,1.3930368286154621e-12,0.1578020245695607,,,280,127,153,244,36,113,14,131,22,-0.001075371677960533,0.2580204312926382,0.0024232833144950394,0.24063266579758646,-0.0008233224812841944,0.754928614724115,1.2781062316913866e-10,0.06444783363117355,0.6026889408139887,,214,102,112,190,24,92,10,98,14,0.9903765461875171,False,0.9472223198366753,False,0.8627755596847029,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,7,0.8522253579890862,113,0.8530378154186169,14,0.8537097960711971,131,0.851267759874548,22,127,153,244,36,280,0.0010721492259326663,0.08860312604755884,0.0004586074309234911,0.7313831342041418,-0.002529515712076727,0.13102605642368192,0.012521303490804075,,,,280,127,153,244,36,113,14,131,22,0.0010695034021092308,0.08956545344834815,0.0004022406639608428,0.7637408567358065,-0.0024750454867824567,0.13999311797515585,0.02753045191052489,0.39502075636995077,,,280,127,153,244,36,113,14,131,22,0.0007989010628648356,0.30419685060992924,0.0004695547741387779,0.780699949024567,-0.0022759504831697253,0.2921527102943169,0.20509860930322993,0.2214681056156119,0.7739315724237208,,214,102,112,190,24,92,10,98,14,0.8117151212905036,False,0.7647638106008355,False,0.8237117163148836,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC,8,0.8396610616812931,113,0.8424407542725744,14,0.8412926424127258,131,0.8409150081186898,22,127,153,244,36,280,0.0005111670582484615,0.5629096812263137,0.0005061428482499436,0.7876794116804111,-0.00038895285468390495,0.8686180974279276,4.608479266599872e-13,,,,280,127,153,244,36,113,14,131,22,0.0005104381711375609,0.5642055663999892,0.0004906145997115585,0.7946687263698061,-0.00037394707660047544,0.8739704458353984,1.1101271294998559e-12,0.8678057313849449,,,280,127,153,244,36,113,14,131,22,-0.00015927849350045784,0.8715647519916139,0.0013457495338978498,0.5295907946349947,-0.0010915349142387176,0.6901282442346744,5.880855021685077e-12,0.8659384357555074,0.44711007893872784,,214,102,112,190,24,92,10,98,14,0.9903765461875171,False,0.9472223198366753,False,0.8627755596847029,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC_pos,1,0.8319399641814366,113,0.8322235312566227,14,0.8347892566573084,131,0.8337987447866735,22,127,153,244,36,280,9.148365913947895e-05,0.9694877146930123,3.70094857420622e-05,0.9941966139929097,0.0016180297264488247,0.7994004838020684,0.0006601362152609188,,,,280,127,153,244,36,113,14,131,22,8.919214783000007e-05,0.9703074154143003,-1.1808989178185847e-05,0.9981539565157409,0.0016652056329398562,0.7942058117317827,0.0009537539662382286,0.8467568173124523,,,280,127,153,244,36,113,14,131,22,-0.003678512854740374,0.15455679977412545,-0.004943116711324663,0.37764252415610006,0.009151115831811676,0.20220679554693138,8.577570750809002e-05,0.5854692767342675,0.1480493999134444,,214,102,112,190,24,92,10,98,14,0.8001190313974389,False,0.8339936996612022,False,0.6070339762371091,False
OVERALL_ageSexMatched_fd-0.2,adult_18_plus,PC_pos,2,0.8325736320214618,113,0.8340009472684455,14,0.8267340301395412,131,0.8280656470420585,22,127,153,244,36,280,-0.011386273892689619,0.12213950718382474,0.0008375665396425092,0.9572755596758195,0.008598519533939239,0.6603270481335297,0.21648166736508564,,,,280,127,153,244,36,113,14,131,22,-0.011379393816331483,0.1230682634106972,0.0009841400406162965,0.9499628972863263,0.008456877711101013,0.666393678025568,0.22675246805828986,0.8502154845071115,,,280,127,153,244,36,113,14,131,22,-0.015340207274219343,0.11364300831326081,0.0014834673264105536,0.9436604448148959,0.017311780629132245,0.5193786021404975,0.2903232167681754,0.8355381075752215,0.6091988454127065,,214,102,112,190,24,92,10,98,14,0.8001190313974389,False,0.8339936996612022,False,0.6070339762371091,False
